measure,location,sex,year,val,upper,lower
incidence_per_1000_uninfected,GNB,SEX_BTSX,2019,0.71,0.98,0.48
incidence_per_1000_uninfected,CIV,SEX_BTSX,1994,7.0,8.4,5.8
incidence_per_1000_uninfected,DZA,SEX_MLE,2009,0.1,0.1,0.1
incidence_per_1000_uninfected,CMR,SEX_MLE,2016,0.77,1.0,0.61
incidence_per_1000_uninfected,TZA,SEX_MLE,2020,0.88,1.1,0.75
incidence_per_1000_uninfected,GNB,SEX_BTSX,2001,4.1,5.0,3.5
incidence_per_1000_uninfected,TGO,SEX_FMLE,2020,0.52,0.75,0.32
incidence_per_1000_uninfected,ETH,SEX_MLE,2017,0.11,0.25,0.1
incidence_per_1000_uninfected,COM,SEX_BTSX,2003,0.1,0.1,0.01
incidence_per_1000_uninfected,DZA,SEX_FMLE,2002,0.1,0.1,0.1
incidence_per_1000_uninfected,GIN,SEX_MLE,2000,1.2,1.5,0.97
incidence_per_1000_uninfected,MDG,SEX_BTSX,2022,0.3,0.44,0.2
incidence_per_1000_uninfected,MDG,SEX_FMLE,2017,0.21,0.29,0.16
incidence_per_1000_uninfected,GMB,SEX_BTSX,1993,0.81,1.2,0.5
incidence_per_1000_uninfected,MOZ,SEX_MLE,2014,5.3,6.1,4.7
incidence_per_1000_uninfected,MOZ,SEX_MLE,2024,2.2,2.7,1.7
incidence_per_1000_uninfected,TGO,SEX_FMLE,1996,4.0,5.1,3.2
incidence_per_1000_uninfected,GMB,SEX_BTSX,2004,1.5,2.0,1.2
incidence_per_1000_uninfected,GMB,SEX_BTSX,2017,0.75,1.0,0.5
incidence_per_1000_uninfected,CPV,SEX_MLE,2015,0.46,0.63,0.37
incidence_per_1000_uninfected,LSO,SEX_FMLE,2024,2.4,3.3,1.7
incidence_per_1000_uninfected,LBR,SEX_MLE,1990,,,
incidence_per_1000_uninfected,CIV,SEX_BTSX,2001,3.3,3.9,2.8
incidence_per_1000_uninfected,SEN,SEX_MLE,2011,0.17,0.2,0.15
incidence_per_1000_uninfected,MRT,SEX_MLE,2016,0.1,0.1,0.1
incidence_per_1000_uninfected,LBR,SEX_BTSX,2005,,,
incidence_per_1000_uninfected,UGA,SEX_BTSX,2011,3.2,3.7,2.9
incidence_per_1000_uninfected,SWZ,SEX_MLE,1990,4.0,5.1,3.3
incidence_per_1000_uninfected,SSD,SEX_MLE,2016,0.82,1.0,0.65
incidence_per_1000_uninfected,SLE,SEX_MLE,1995,1.3,1.7,0.96
incidence_per_1000_uninfected,TGO,SEX_MLE,2017,0.44,0.59,0.31
incidence_per_1000_uninfected,CPV,SEX_BTSX,2021,0.39,0.56,0.26
incidence_per_1000_uninfected,SLE,SEX_BTSX,1990,0.92,1.3,0.51
incidence_per_1000_uninfected,GMB,SEX_BTSX,2002,1.6,2.2,1.2
incidence_per_1000_uninfected,AGO,SEX_BTSX,1995,1.1,1.4,0.84
incidence_per_1000_uninfected,MRT,SEX_FMLE,1993,0.45,0.63,0.33
incidence_per_1000_uninfected,CAF,SEX_BTSX,1997,5.6,6.9,4.5
incidence_per_1000_uninfected,LSO,SEX_BTSX,2021,3.1,4.0,2.3
incidence_per_1000_uninfected,CAF,SEX_BTSX,2016,1.3,1.9,0.85
incidence_per_1000_uninfected,CIV,SEX_FMLE,2012,1.1,1.5,0.78
incidence_per_1000_uninfected,ZWE,SEX_FMLE,1993,31.0,35.0,27.6
incidence_per_1000_uninfected,COM,SEX_FMLE,2022,0.1,0.1,0.01
incidence_per_1000_uninfected,GNQ,SEX_FMLE,2017,,,
incidence_per_1000_uninfected,BEN,SEX_BTSX,2002,0.79,0.96,0.68
incidence_per_1000_uninfected,GMB,SEX_BTSX,1998,1.6,2.2,1.2
incidence_per_1000_uninfected,GMB,SEX_FMLE,1992,0.68,1.1,0.39
incidence_per_1000_uninfected,TCD,SEX_BTSX,1999,1.6,2.0,1.2
incidence_per_1000_uninfected,MOZ,SEX_FMLE,1991,4.1,5.1,3.4
incidence_per_1000_uninfected,MOZ,SEX_FMLE,2010,8.8,9.9,7.9
incidence_per_1000_uninfected,ZWE,SEX_MLE,2014,3.2,4.0,2.8
incidence_per_1000_uninfected,ZAF,SEX_MLE,2016,4.1,4.9,3.5
incidence_per_1000_uninfected,ETH,SEX_BTSX,2000,1.1,2.2,0.62
incidence_per_1000_uninfected,BEN,SEX_FMLE,2020,0.17,0.26,0.12
incidence_per_1000_uninfected,AGO,SEX_MLE,2007,0.92,1.1,0.79
incidence_per_1000_uninfected,ERI,SEX_FMLE,1995,2.0,2.7,1.4
incidence_per_1000_uninfected,GNB,SEX_MLE,1993,0.99,1.3,0.66
incidence_per_1000_uninfected,SSD,SEX_BTSX,2010,1.2,1.5,0.93
incidence_per_1000_uninfected,COG,SEX_MLE,2001,1.8,2.1,1.5
incidence_per_1000_uninfected,SEN,SEX_FMLE,2022,0.17,0.18,0.15
incidence_per_1000_uninfected,COM,SEX_MLE,2013,0.1,0.1,0.01
incidence_per_1000_uninfected,AGO,SEX_BTSX,1996,1.1,1.5,0.88
incidence_per_1000_uninfected,TCD,SEX_FMLE,2020,0.32,0.46,0.2
incidence_per_1000_uninfected,COD,SEX_BTSX,2022,0.25,0.39,0.15
incidence_per_1000_uninfected,CAF,SEX_BTSX,2012,1.9,2.4,1.4
incidence_per_1000_uninfected,SEN,SEX_MLE,2024,0.17,0.2,0.16
incidence_per_1000_uninfected,NGA,SEX_FMLE,2008,1.1,1.3,1.0
incidence_per_1000_uninfected,LBR,SEX_BTSX,1990,,,
incidence_per_1000_uninfected,TZA,SEX_FMLE,2017,2.5,3.0,2.2
incidence_per_1000_uninfected,CMR,SEX_FMLE,2007,2.8,3.2,2.5
incidence_per_1000_uninfected,DZA,SEX_MLE,2004,0.1,0.1,0.1
incidence_per_1000_uninfected,RWA,SEX_BTSX,2001,3.0,3.4,2.8
incidence_per_1000_uninfected,MLI,SEX_FMLE,1991,1.7,2.5,1.1
incidence_per_1000_uninfected,SEN,SEX_BTSX,1990,0.2,0.22,0.19
incidence_per_1000_uninfected,TGO,SEX_MLE,1995,2.8,3.7,2.2
incidence_per_1000_uninfected,MRT,SEX_FMLE,1992,0.41,0.59,0.29
incidence_per_1000_uninfected,ZMB,SEX_BTSX,1999,8.9,9.8,8.1
incidence_per_1000_uninfected,SYC,SEX_BTSX,2021,,,
incidence_per_1000_uninfected,BFA,SEX_BTSX,2011,0.25,0.32,0.19
incidence_per_1000_uninfected,MWI,SEX_FMLE,2009,5.0,5.7,4.5
incidence_per_1000_uninfected,AGO,SEX_FMLE,2003,1.7,2.0,1.4
incidence_per_1000_uninfected,CPV,SEX_FMLE,2020,0.37,0.5,0.26
incidence_per_1000_uninfected,SWZ,SEX_MLE,2022,3.3,4.3,2.7
incidence_per_1000_uninfected,ZMB,SEX_FMLE,2002,8.6,9.6,7.9
incidence_per_1000_uninfected,BEN,SEX_MLE,2003,0.65,0.81,0.56
incidence_per_1000_uninfected,MRT,SEX_BTSX,1990,0.28,0.48,0.19
incidence_per_1000_uninfected,GAB,SEX_MLE,2022,0.51,0.91,0.28
incidence_per_1000_uninfected,SSD,SEX_FMLE,1995,2.3,3.1,1.3
incidence_per_1000_uninfected,RWA,SEX_BTSX,2012,0.88,1.2,0.69
incidence_per_1000_uninfected,SEN,SEX_MLE,1997,0.67,0.74,0.61
incidence_per_1000_uninfected,TGO,SEX_MLE,2003,1.7,2.1,1.4
incidence_per_1000_uninfected,GIN,SEX_BTSX,2019,0.58,0.78,0.42
incidence_per_1000_uninfected,BEN,SEX_FMLE,2014,0.34,0.46,0.26
incidence_per_1000_uninfected,BWA,SEX_FMLE,1995,30.0,32.3,27.5
incidence_per_1000_uninfected,ERI,SEX_FMLE,2011,0.15,0.26,0.1
incidence_per_1000_uninfected,COM,SEX_MLE,2018,0.1,0.1,0.01
incidence_per_1000_uninfected,ZMB,SEX_FMLE,2005,7.1,8.0,6.5
incidence_per_1000_uninfected,TCD,SEX_MLE,2022,0.19,0.31,0.12
incidence_per_1000_uninfected,NAM,SEX_FMLE,2001,12.7,14.1,11.5
incidence_per_1000_uninfected,TZA,SEX_BTSX,2002,3.1,3.6,2.8
incidence_per_1000_uninfected,SEN,SEX_MLE,2014,0.12,0.14,0.1
incidence_per_1000_uninfected,MDG,SEX_BTSX,1999,0.1,0.11,0.1
incidence_per_1000_uninfected,SYC,SEX_MLE,2018,,,
incidence_per_1000_uninfected,GHA,SEX_MLE,2006,0.97,1.2,0.81
incidence_per_1000_uninfected,UGA,SEX_MLE,1995,5.4,6.2,4.9
incidence_per_1000_uninfected,TGO,SEX_MLE,2015,0.45,0.61,0.3
incidence_per_1000_uninfected,CIV,SEX_MLE,2018,0.37,0.55,0.23
incidence_per_1000_uninfected,MWI,SEX_BTSX,1996,12.5,13.6,11.7
incidence_per_1000_uninfected,BWA,SEX_MLE,2022,1.5,1.8,1.2
incidence_per_1000_uninfected,GHA,SEX_FMLE,2012,1.0,1.3,0.81
incidence_per_1000_uninfected,SEN,SEX_BTSX,1998,0.67,0.73,0.63
incidence_per_1000_uninfected,NGA,SEX_BTSX,1992,1.7,2.0,1.5
incidence_per_1000_uninfected,NER,SEX_BTSX,2005,0.25,0.29,0.21
incidence_per_1000_uninfected,SEN,SEX_BTSX,2011,0.16,0.18,0.15
incidence_per_1000_uninfected,DZA,SEX_BTSX,2015,0.1,0.1,0.1
incidence_per_1000_uninfected,LBR,SEX_FMLE,1992,,,
incidence_per_1000_uninfected,MDG,SEX_FMLE,2014,0.18,0.25,0.14
incidence_per_1000_uninfected,BDI,SEX_FMLE,1990,5.4,7.7,3.6
incidence_per_1000_uninfected,SYC,SEX_FMLE,2002,,,
incidence_per_1000_uninfected,SYC,SEX_BTSX,2005,,,
incidence_per_1000_uninfected,RWA,SEX_FMLE,1997,3.9,4.5,3.5
incidence_per_1000_uninfected,SSD,SEX_MLE,2000,1.6,2.3,1.2
incidence_per_1000_uninfected,TCD,SEX_MLE,2013,0.46,0.62,0.34
incidence_per_1000_uninfected,GNQ,SEX_BTSX,2009,,,
incidence_per_1000_uninfected,TZA,SEX_FMLE,2012,2.2,2.6,1.9
incidence_per_1000_uninfected,SEN,SEX_MLE,1990,0.22,0.25,0.2
incidence_per_1000_uninfected,MWI,SEX_FMLE,2022,0.94,1.2,0.76
incidence_per_1000_uninfected,CIV,SEX_BTSX,1992,7.8,9.7,6.6
incidence_per_1000_uninfected,NGA,SEX_FMLE,2000,1.8,2.0,1.6
incidence_per_1000_uninfected,CAF,SEX_MLE,2015,1.2,1.7,0.82
incidence_per_1000_uninfected,GIN,SEX_MLE,1995,1.0,1.4,0.71
incidence_per_1000_uninfected,CPV,SEX_BTSX,2001,0.48,0.57,0.41
incidence_per_1000_uninfected,NER,SEX_BTSX,1997,0.6,0.71,0.51
incidence_per_1000_uninfected,TCD,SEX_BTSX,2006,0.96,1.2,0.76
incidence_per_1000_uninfected,STP,SEX_MLE,2000,,,
incidence_per_1000_uninfected,SSD,SEX_MLE,1997,1.8,2.6,1.2
incidence_per_1000_uninfected,ZAF,SEX_MLE,2000,10.7,12.3,9.4
incidence_per_1000_uninfected,BEN,SEX_MLE,2002,0.7,0.87,0.59
incidence_per_1000_uninfected,GAB,SEX_BTSX,2024,0.67,1.3,0.33
incidence_per_1000_uninfected,CAF,SEX_BTSX,2024,0.61,1.3,0.29
incidence_per_1000_uninfected,GMB,SEX_FMLE,2010,1.3,1.8,0.94
incidence_per_1000_uninfected,CMR,SEX_BTSX,2024,0.46,0.63,0.36
incidence_per_1000_uninfected,SYC,SEX_MLE,1998,,,
incidence_per_1000_uninfected,LSO,SEX_MLE,2010,10.9,13.5,9.4
incidence_per_1000_uninfected,AGO,SEX_BTSX,1991,0.81,1.1,0.53
incidence_per_1000_uninfected,ZWE,SEX_MLE,2006,8.4,9.5,7.7
incidence_per_1000_uninfected,NAM,SEX_FMLE,2018,3.3,4.3,2.7
incidence_per_1000_uninfected,GNB,SEX_MLE,2003,2.8,3.4,2.4
incidence_per_1000_uninfected,ERI,SEX_BTSX,2013,0.1,0.2,0.1
incidence_per_1000_uninfected,LSO,SEX_BTSX,2024,1.9,2.6,1.4
incidence_per_1000_uninfected,NER,SEX_MLE,2000,0.46,0.54,0.4
incidence_per_1000_uninfected,NER,SEX_MLE,2002,0.38,0.44,0.32
incidence_per_1000_uninfected,COM,SEX_BTSX,2011,0.1,0.1,0.01
incidence_per_1000_uninfected,ETH,SEX_BTSX,2001,0.96,1.9,0.55
incidence_per_1000_uninfected,BFA,SEX_MLE,1991,2.3,3.2,1.7
incidence_per_1000_uninfected,MLI,SEX_BTSX,2002,0.87,1.1,0.75
incidence_per_1000_uninfected,STP,SEX_BTSX,2002,,,
incidence_per_1000_uninfected,TCD,SEX_BTSX,2005,1.0,1.3,0.83
incidence_per_1000_uninfected,SSD,SEX_MLE,1998,1.8,2.5,1.2
incidence_per_1000_uninfected,SSD,SEX_FMLE,2007,1.5,2.1,1.2
incidence_per_1000_uninfected,DZA,SEX_BTSX,2012,0.1,0.1,0.1
incidence_per_1000_uninfected,CPV,SEX_MLE,2016,0.5,0.68,0.39
incidence_per_1000_uninfected,COM,SEX_BTSX,2015,0.1,0.1,0.01
incidence_per_1000_uninfected,CMR,SEX_MLE,1993,2.9,3.5,2.3
incidence_per_1000_uninfected,MLI,SEX_FMLE,2006,0.8,1.0,0.68
incidence_per_1000_uninfected,CPV,SEX_BTSX,2003,0.47,0.56,0.42
incidence_per_1000_uninfected,ETH,SEX_FMLE,1991,4.3,8.2,2.5
incidence_per_1000_uninfected,LSO,SEX_MLE,2001,15.5,18.4,13.4
incidence_per_1000_uninfected,BEN,SEX_FMLE,1994,1.6,2.0,1.3
incidence_per_1000_uninfected,STP,SEX_BTSX,1998,,,
incidence_per_1000_uninfected,ZAF,SEX_BTSX,2024,3.1,3.4,2.7
incidence_per_1000_uninfected,SYC,SEX_BTSX,1990,,,
incidence_per_1000_uninfected,SSD,SEX_MLE,2002,1.4,2.0,1.1
incidence_per_1000_uninfected,RWA,SEX_FMLE,2016,0.61,0.91,0.46
incidence_per_1000_uninfected,TGO,SEX_MLE,1998,2.7,3.7,2.2
incidence_per_1000_uninfected,MRT,SEX_FMLE,2002,0.42,0.5,0.35
incidence_per_1000_uninfected,STP,SEX_MLE,2013,,,
incidence_per_1000_uninfected,NGA,SEX_BTSX,2015,0.59,0.73,0.5
incidence_per_1000_uninfected,SSD,SEX_MLE,2003,1.4,1.9,1.0
incidence_per_1000_uninfected,BWA,SEX_FMLE,2013,7.7,8.5,6.7
incidence_per_1000_uninfected,ETH,SEX_BTSX,2010,0.35,0.7,0.2
incidence_per_1000_uninfected,GIN,SEX_FMLE,1996,1.3,1.7,1.1
incidence_per_1000_uninfected,SYC,SEX_FMLE,2001,,,
incidence_per_1000_uninfected,TGO,SEX_FMLE,2012,0.8,1.1,0.56
incidence_per_1000_uninfected,MLI,SEX_FMLE,2013,0.52,0.72,0.41
incidence_per_1000_uninfected,GNB,SEX_BTSX,2007,2.4,2.8,2.0
incidence_per_1000_uninfected,BDI,SEX_MLE,2008,0.54,0.7,0.42
incidence_per_1000_uninfected,SEN,SEX_FMLE,1997,0.57,0.62,0.53
incidence_per_1000_uninfected,CAF,SEX_FMLE,2010,2.4,3.0,1.8
incidence_per_1000_uninfected,ZAF,SEX_FMLE,2011,8.8,9.9,7.9
incidence_per_1000_uninfected,NAM,SEX_FMLE,2022,2.1,2.8,1.6
incidence_per_1000_uninfected,COM,SEX_BTSX,2022,0.1,0.1,0.01
incidence_per_1000_uninfected,MDG,SEX_FMLE,2021,0.27,0.39,0.19
incidence_per_1000_uninfected,CPV,SEX_MLE,2024,0.46,0.69,0.26
incidence_per_1000_uninfected,MOZ,SEX_FMLE,1996,8.3,9.5,7.4
incidence_per_1000_uninfected,COG,SEX_FMLE,2018,2.5,3.4,1.5
incidence_per_1000_uninfected,MRT,SEX_MLE,1994,0.47,0.65,0.33
incidence_per_1000_uninfected,MUS,SEX_BTSX,1998,,,
incidence_per_1000_uninfected,COM,SEX_MLE,1997,0.1,0.1,0.1
incidence_per_1000_uninfected,GNQ,SEX_BTSX,1991,,,
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2008,20.6,22.9,18.5
incidence_per_1000_uninfected,CPV,SEX_BTSX,1992,0.44,0.82,0.31
incidence_per_1000_uninfected,KEN,SEX_MLE,2002,3.2,5.2,2.1
incidence_per_1000_uninfected,MUS,SEX_FMLE,2007,,,
incidence_per_1000_uninfected,CPV,SEX_FMLE,2024,0.36,0.54,0.21
incidence_per_1000_uninfected,MDG,SEX_MLE,1994,0.1,0.1,0.01
incidence_per_1000_uninfected,ZMB,SEX_MLE,2003,6.5,7.4,6.0
incidence_per_1000_uninfected,SEN,SEX_FMLE,2012,0.13,0.16,0.12
incidence_per_1000_uninfected,KEN,SEX_BTSX,2024,0.37,0.57,0.23
incidence_per_1000_uninfected,ERI,SEX_BTSX,1995,1.8,2.4,1.3
incidence_per_1000_uninfected,COM,SEX_BTSX,1993,0.1,0.1,0.01
incidence_per_1000_uninfected,BWA,SEX_FMLE,2019,4.6,5.0,3.9
incidence_per_1000_uninfected,RWA,SEX_FMLE,2011,1.1,1.5,0.85
incidence_per_1000_uninfected,GMB,SEX_FMLE,2001,1.7,2.3,1.3
incidence_per_1000_uninfected,CMR,SEX_MLE,2023,0.35,0.5,0.27
incidence_per_1000_uninfected,GIN,SEX_FMLE,2008,1.1,1.4,0.96
incidence_per_1000_uninfected,CAF,SEX_MLE,2005,2.7,3.3,2.2
incidence_per_1000_uninfected,GIN,SEX_BTSX,2018,0.69,0.9,0.53
incidence_per_1000_uninfected,NAM,SEX_FMLE,2021,2.4,3.2,1.8
incidence_per_1000_uninfected,SLE,SEX_MLE,2008,0.93,1.1,0.77
incidence_per_1000_uninfected,MRT,SEX_FMLE,2010,0.1,0.15,0.1
incidence_per_1000_uninfected,TCD,SEX_MLE,2020,0.22,0.33,0.14
incidence_per_1000_uninfected,MWI,SEX_BTSX,2022,0.78,0.99,0.64
incidence_per_1000_uninfected,ZWE,SEX_BTSX,2002,11.7,13.1,10.7
incidence_per_1000_uninfected,RWA,SEX_BTSX,2022,0.23,0.39,0.15
incidence_per_1000_uninfected,SEN,SEX_FMLE,1994,0.38,0.42,0.35
incidence_per_1000_uninfected,MLI,SEX_BTSX,2017,0.34,0.46,0.26
incidence_per_1000_uninfected,STP,SEX_BTSX,1995,,,
incidence_per_1000_uninfected,KEN,SEX_MLE,2003,3.0,4.8,1.9
incidence_per_1000_uninfected,ZMB,SEX_FMLE,1990,13.8,15.3,12.1
incidence_per_1000_uninfected,MUS,SEX_BTSX,1995,,,
incidence_per_1000_uninfected,RWA,SEX_BTSX,1999,3.3,3.7,3.1
incidence_per_1000_uninfected,CIV,SEX_BTSX,2023,0.3,0.51,0.16
incidence_per_1000_uninfected,MRT,SEX_FMLE,2006,0.22,0.28,0.17
incidence_per_1000_uninfected,NER,SEX_BTSX,2023,0.1,0.1,0.1
incidence_per_1000_uninfected,TCD,SEX_MLE,2017,0.31,0.43,0.22
incidence_per_1000_uninfected,LBR,SEX_MLE,2008,,,
incidence_per_1000_uninfected,UGA,SEX_FMLE,2022,1.3,1.8,1.0
incidence_per_1000_uninfected,NAM,SEX_MLE,2013,3.5,4.4,3.1
incidence_per_1000_uninfected,CAF,SEX_MLE,2003,3.1,3.7,2.5
incidence_per_1000_uninfected,ZWE,SEX_FMLE,1990,34.6,39.6,30.7
incidence_per_1000_uninfected,GIN,SEX_FMLE,2006,1.2,1.5,1.0
incidence_per_1000_uninfected,NAM,SEX_FMLE,2005,9.5,10.7,8.5
incidence_per_1000_uninfected,MUS,SEX_FMLE,1992,,,
incidence_per_1000_uninfected,SLE,SEX_FMLE,2010,1.0,1.2,0.86
incidence_per_1000_uninfected,BDI,SEX_MLE,1994,3.7,4.4,3.0
incidence_per_1000_uninfected,GMB,SEX_MLE,2024,0.39,0.7,0.22
incidence_per_1000_uninfected,BFA,SEX_MLE,2020,0.11,0.16,0.1
incidence_per_1000_uninfected,MDG,SEX_FMLE,2007,0.16,0.2,0.12
incidence_per_1000_uninfected,BEN,SEX_MLE,1999,0.91,1.1,0.76
incidence_per_1000_uninfected,GNQ,SEX_BTSX,2013,,,
incidence_per_1000_uninfected,AGO,SEX_BTSX,1992,0.92,1.2,0.63
incidence_per_1000_uninfected,LSO,SEX_MLE,2024,1.5,2.0,1.1
incidence_per_1000_uninfected,LSO,SEX_MLE,2018,3.7,4.9,3.0
incidence_per_1000_uninfected,COD,SEX_FMLE,2018,0.39,0.53,0.28
incidence_per_1000_uninfected,ZAF,SEX_BTSX,2001,12.7,14.1,11.5
incidence_per_1000_uninfected,GHA,SEX_FMLE,2023,0.7,1.1,0.46
incidence_per_1000_uninfected,ETH,SEX_MLE,1997,1.4,3.1,0.75
incidence_per_1000_uninfected,CIV,SEX_FMLE,2010,1.4,1.8,1.1
incidence_per_1000_uninfected,NAM,SEX_MLE,2003,8.5,9.8,7.6
incidence_per_1000_uninfected,TZA,SEX_MLE,2024,0.46,0.64,0.36
incidence_per_1000_uninfected,ZAF,SEX_MLE,2017,3.6,4.4,3.1
incidence_per_1000_uninfected,SWZ,SEX_BTSX,2012,14.9,16.7,13.2
incidence_per_1000_uninfected,BFA,SEX_FMLE,2009,0.32,0.41,0.25
incidence_per_1000_uninfected,ZAF,SEX_FMLE,2006,12.4,13.7,11.1
incidence_per_1000_uninfected,LBR,SEX_BTSX,2011,,,
incidence_per_1000_uninfected,ZMB,SEX_FMLE,1991,14.3,16.0,12.7
incidence_per_1000_uninfected,GIN,SEX_MLE,2005,1.1,1.3,0.89
incidence_per_1000_uninfected,ZMB,SEX_BTSX,2020,2.8,3.3,2.4
incidence_per_1000_uninfected,CAF,SEX_MLE,2023,0.52,1.0,0.27
incidence_per_1000_uninfected,MDG,SEX_FMLE,2001,0.1,0.12,0.1
incidence_per_1000_uninfected,MOZ,SEX_FMLE,2004,9.6,10.9,8.8
incidence_per_1000_uninfected,STP,SEX_MLE,1999,,,
incidence_per_1000_uninfected,AGO,SEX_FMLE,2012,1.4,1.7,1.2
incidence_per_1000_uninfected,STP,SEX_MLE,1998,,,
incidence_per_1000_uninfected,ZMB,SEX_FMLE,2004,7.7,8.6,7.1
incidence_per_1000_uninfected,CIV,SEX_BTSX,1997,5.1,6.1,4.2
incidence_per_1000_uninfected,COM,SEX_BTSX,2006,0.1,0.1,0.01
incidence_per_1000_uninfected,LSO,SEX_BTSX,2017,5.9,7.3,4.9
incidence_per_1000_uninfected,LSO,SEX_BTSX,2019,4.2,5.4,3.4
incidence_per_1000_uninfected,UGA,SEX_FMLE,2008,4.1,4.7,3.8
incidence_per_1000_uninfected,CIV,SEX_FMLE,2022,0.41,0.69,0.23
incidence_per_1000_uninfected,UGA,SEX_MLE,2014,1.9,2.3,1.6
incidence_per_1000_uninfected,MUS,SEX_FMLE,1999,,,
incidence_per_1000_uninfected,TZA,SEX_MLE,1993,4.7,5.7,4.1
incidence_per_1000_uninfected,SEN,SEX_MLE,1994,0.45,0.5,0.41
incidence_per_1000_uninfected,SSD,SEX_BTSX,1997,2.0,2.9,1.3
incidence_per_1000_uninfected,UGA,SEX_FMLE,1990,8.0,9.1,7.2
incidence_per_1000_uninfected,COM,SEX_FMLE,2000,0.1,0.1,0.01
incidence_per_1000_uninfected,UGA,SEX_MLE,2009,3.2,3.8,2.9
incidence_per_1000_uninfected,MWI,SEX_MLE,1997,10.7,12.1,9.8
incidence_per_1000_uninfected,KEN,SEX_FMLE,1998,6.8,10.7,4.3
incidence_per_1000_uninfected,GNQ,SEX_MLE,2024,,,
incidence_per_1000_uninfected,GAB,SEX_FMLE,1999,4.9,6.6,3.5
incidence_per_1000_uninfected,GHA,SEX_FMLE,2004,1.5,1.8,1.3
incidence_per_1000_uninfected,MLI,SEX_BTSX,1992,1.6,2.1,1.2
incidence_per_1000_uninfected,RWA,SEX_MLE,2007,1.3,1.7,1.2
incidence_per_1000_uninfected,BEN,SEX_MLE,1996,1.2,1.5,0.99
incidence_per_1000_uninfected,BDI,SEX_MLE,1993,2.3,3.6,1.7
incidence_per_1000_uninfected,TCD,SEX_MLE,1993,2.0,2.7,1.4
incidence_per_1000_uninfected,GAB,SEX_FMLE,2020,1.4,2.4,0.83
incidence_per_1000_uninfected,ZAF,SEX_MLE,2014,4.7,5.6,4.1
incidence_per_1000_uninfected,SWZ,SEX_BTSX,2003,21.6,23.4,20.1
incidence_per_1000_uninfected,AGO,SEX_FMLE,2008,1.6,1.9,1.3
incidence_per_1000_uninfected,ERI,SEX_MLE,2022,0.1,0.13,0.1
incidence_per_1000_uninfected,MWI,SEX_MLE,2004,5.9,6.7,5.4
incidence_per_1000_uninfected,ZWE,SEX_BTSX,2019,1.5,1.9,1.2
incidence_per_1000_uninfected,ZMB,SEX_MLE,1997,8.6,9.7,7.7
incidence_per_1000_uninfected,GHA,SEX_FMLE,2001,1.8,2.1,1.5
incidence_per_1000_uninfected,MWI,SEX_FMLE,1999,10.3,11.4,9.6
incidence_per_1000_uninfected,UGA,SEX_FMLE,1991,7.4,8.4,6.6
incidence_per_1000_uninfected,NAM,SEX_FMLE,2020,2.3,3.1,1.7
incidence_per_1000_uninfected,GAB,SEX_MLE,2019,0.64,1.0,0.38
incidence_per_1000_uninfected,KEN,SEX_BTSX,1991,10.7,16.7,6.8
incidence_per_1000_uninfected,MWI,SEX_MLE,1994,12.9,14.3,11.9
incidence_per_1000_uninfected,STP,SEX_BTSX,2009,,,
incidence_per_1000_uninfected,ZMB,SEX_MLE,2005,5.5,6.3,4.9
incidence_per_1000_uninfected,SLE,SEX_FMLE,2023,0.4,0.66,0.24
incidence_per_1000_uninfected,GIN,SEX_FMLE,1990,0.58,0.93,0.25
incidence_per_1000_uninfected,SLE,SEX_BTSX,1994,1.4,1.8,0.99
incidence_per_1000_uninfected,MUS,SEX_MLE,1997,,,
incidence_per_1000_uninfected,SYC,SEX_MLE,1991,,,
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2018,9.0,10.7,7.3
incidence_per_1000_uninfected,BWA,SEX_MLE,1997,20.3,22.7,18.4
incidence_per_1000_uninfected,TCD,SEX_MLE,2008,0.76,0.98,0.6
incidence_per_1000_uninfected,BEN,SEX_MLE,2024,0.1,0.11,0.1
incidence_per_1000_uninfected,BEN,SEX_FMLE,1993,1.3,1.7,1.0
incidence_per_1000_uninfected,RWA,SEX_FMLE,2004,2.3,2.7,2.1
incidence_per_1000_uninfected,BDI,SEX_MLE,2019,0.1,0.15,0.1
incidence_per_1000_uninfected,COG,SEX_BTSX,2009,1.8,2.1,1.4
incidence_per_1000_uninfected,BFA,SEX_BTSX,1998,1.1,1.3,0.91
incidence_per_1000_uninfected,SYC,SEX_BTSX,2002,,,
incidence_per_1000_uninfected,MUS,SEX_FMLE,2024,,,
incidence_per_1000_uninfected,COM,SEX_BTSX,1994,0.1,0.1,0.1
incidence_per_1000_uninfected,MOZ,SEX_MLE,1996,6.3,7.5,5.5
incidence_per_1000_uninfected,RWA,SEX_MLE,2024,0.13,0.2,0.1
incidence_per_1000_uninfected,COM,SEX_FMLE,2021,0.1,0.1,0.01
incidence_per_1000_uninfected,NGA,SEX_FMLE,2018,0.56,0.7,0.45
incidence_per_1000_uninfected,GNB,SEX_MLE,2012,1.3,1.6,1.0
incidence_per_1000_uninfected,COM,SEX_BTSX,1997,0.1,0.1,0.1
incidence_per_1000_uninfected,CPV,SEX_FMLE,1998,0.45,0.55,0.37
incidence_per_1000_uninfected,ZAF,SEX_FMLE,2022,4.4,5.0,3.9
incidence_per_1000_uninfected,ZMB,SEX_FMLE,2016,5.9,6.7,5.4
