measure,location,sex,year,val,upper,lower
incidence_per_1000_uninfected,BFA,SEX_FMLE,2011,0.26,0.33,0.19
incidence_per_1000_uninfected,GNB,SEX_BTSX,2004,2.9,3.4,2.4
incidence_per_1000_uninfected,ZMB,SEX_BTSX,2010,4.9,5.6,4.4
incidence_per_1000_uninfected,SEN,SEX_FMLE,2002,0.47,0.51,0.43
incidence_per_1000_uninfected,BEN,SEX_MLE,2000,0.83,1.0,0.69
incidence_per_1000_uninfected,CMR,SEX_BTSX,2006,2.7,3.1,2.4
incidence_per_1000_uninfected,LBR,SEX_MLE,2003,,,
incidence_per_1000_uninfected,MLI,SEX_BTSX,2009,0.58,0.77,0.48
incidence_per_1000_uninfected,COD,SEX_MLE,2018,0.26,0.36,0.19
incidence_per_1000_uninfected,TGO,SEX_BTSX,2016,0.52,0.71,0.37
incidence_per_1000_uninfected,COD,SEX_FMLE,1990,2.2,3.0,1.7
incidence_per_1000_uninfected,KEN,SEX_FMLE,2023,0.5,0.78,0.31
incidence_per_1000_uninfected,KEN,SEX_BTSX,2004,3.3,5.2,2.1
incidence_per_1000_uninfected,GMB,SEX_BTSX,2021,0.55,0.83,0.34
incidence_per_1000_uninfected,BWA,SEX_BTSX,1993,24.0,26.0,22.4
incidence_per_1000_uninfected,TGO,SEX_FMLE,2011,0.93,1.2,0.69
incidence_per_1000_uninfected,ZWE,SEX_MLE,2020,1.0,1.3,0.83
incidence_per_1000_uninfected,SEN,SEX_BTSX,2009,0.18,0.21,0.17
incidence_per_1000_uninfected,TGO,SEX_BTSX,1995,3.4,4.2,2.7
incidence_per_1000_uninfected,ERI,SEX_FMLE,2014,0.13,0.27,0.1
incidence_per_1000_uninfected,ZAF,SEX_BTSX,1998,13.5,14.9,12.1
incidence_per_1000_uninfected,BWA,SEX_BTSX,1991,17.9,19.7,16.4
incidence_per_1000_uninfected,SLE,SEX_FMLE,2015,0.93,1.2,0.75
incidence_per_1000_uninfected,SLE,SEX_FMLE,1991,1.1,1.6,0.69
incidence_per_1000_uninfected,GNQ,SEX_BTSX,1995,,,
incidence_per_1000_uninfected,CIV,SEX_MLE,1994,6.1,7.5,5.0
incidence_per_1000_uninfected,GIN,SEX_MLE,1990,0.5,0.8,0.22
incidence_per_1000_uninfected,AGO,SEX_FMLE,2014,1.3,1.6,1.1
incidence_per_1000_uninfected,GIN,SEX_MLE,1991,0.6,0.92,0.29
incidence_per_1000_uninfected,ETH,SEX_FMLE,2010,0.42,0.81,0.24
incidence_per_1000_uninfected,DZA,SEX_FMLE,2011,0.1,0.1,0.1
incidence_per_1000_uninfected,AGO,SEX_BTSX,2010,1.2,1.4,1.0
incidence_per_1000_uninfected,CMR,SEX_FMLE,2021,0.8,1.1,0.59
incidence_per_1000_uninfected,BFA,SEX_MLE,2007,0.38,0.47,0.28
incidence_per_1000_uninfected,SLE,SEX_MLE,1998,1.3,1.7,1.1
incidence_per_1000_uninfected,COD,SEX_BTSX,1996,1.5,1.9,1.2
incidence_per_1000_uninfected,NER,SEX_BTSX,2022,0.1,0.1,0.1
incidence_per_1000_uninfected,RWA,SEX_BTSX,2020,0.24,0.43,0.15
incidence_per_1000_uninfected,MRT,SEX_BTSX,2024,0.1,0.1,0.1
incidence_per_1000_uninfected,GIN,SEX_BTSX,2002,1.3,1.5,1.1
incidence_per_1000_uninfected,ZAF,SEX_BTSX,1990,3.5,3.9,3.1
incidence_per_1000_uninfected,TZA,SEX_MLE,2015,1.4,1.7,1.3
incidence_per_1000_uninfected,COG,SEX_MLE,2019,1.3,1.8,0.83
incidence_per_1000_uninfected,GMB,SEX_FMLE,2005,1.6,2.1,1.3
incidence_per_1000_uninfected,ZWE,SEX_FMLE,2013,4.6,5.7,4.0
incidence_per_1000_uninfected,CAF,SEX_FMLE,2005,3.4,4.2,2.8
incidence_per_1000_uninfected,LSO,SEX_BTSX,1999,19.0,21.4,16.6
incidence_per_1000_uninfected,MUS,SEX_MLE,2002,,,
incidence_per_1000_uninfected,SWZ,SEX_MLE,2016,7.3,8.6,6.3
incidence_per_1000_uninfected,CAF,SEX_BTSX,1993,6.8,9.4,5.2
incidence_per_1000_uninfected,KEN,SEX_FMLE,2002,4.6,7.2,2.9
incidence_per_1000_uninfected,GMB,SEX_BTSX,2007,1.4,1.9,1.1
incidence_per_1000_uninfected,GIN,SEX_BTSX,1996,1.2,1.5,0.97
incidence_per_1000_uninfected,LBR,SEX_BTSX,2008,,,
incidence_per_1000_uninfected,GNQ,SEX_BTSX,2024,,,
incidence_per_1000_uninfected,MRT,SEX_MLE,2014,0.1,0.1,0.1
incidence_per_1000_uninfected,TCD,SEX_BTSX,1993,2.2,2.9,1.5
incidence_per_1000_uninfected,LSO,SEX_BTSX,1993,16.8,20.8,14.1
incidence_per_1000_uninfected,ERI,SEX_BTSX,2021,0.11,0.18,0.1
incidence_per_1000_uninfected,NGA,SEX_FMLE,2003,1.5,1.7,1.4
incidence_per_1000_uninfected,LBR,SEX_BTSX,1992,,,
incidence_per_1000_uninfected,SSD,SEX_BTSX,2016,1.0,1.3,0.83
incidence_per_1000_uninfected,BEN,SEX_FMLE,2001,0.98,1.2,0.82
incidence_per_1000_uninfected,GMB,SEX_FMLE,2016,0.86,1.2,0.59
incidence_per_1000_uninfected,BWA,SEX_BTSX,2021,2.6,2.9,2.1
incidence_per_1000_uninfected,GNB,SEX_FMLE,1993,1.3,1.8,0.87
incidence_per_1000_uninfected,ZWE,SEX_MLE,2016,2.5,3.3,2.2
incidence_per_1000_uninfected,LSO,SEX_MLE,2009,12.4,15.3,10.7
incidence_per_1000_uninfected,SYC,SEX_BTSX,1996,,,
incidence_per_1000_uninfected,BDI,SEX_BTSX,1998,1.8,2.2,1.5
incidence_per_1000_uninfected,BDI,SEX_BTSX,1995,1.5,2.6,0.91
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2015,13.7,15.4,11.8
incidence_per_1000_uninfected,CPV,SEX_BTSX,1991,0.44,0.85,0.29
incidence_per_1000_uninfected,GNB,SEX_MLE,2018,0.65,0.86,0.47
incidence_per_1000_uninfected,KEN,SEX_MLE,2005,2.5,3.9,1.6
incidence_per_1000_uninfected,MRT,SEX_MLE,2018,0.1,0.1,0.1
incidence_per_1000_uninfected,GNB,SEX_BTSX,2008,2.2,2.7,1.8
incidence_per_1000_uninfected,GAB,SEX_FMLE,2000,4.5,5.8,3.3
incidence_per_1000_uninfected,MLI,SEX_FMLE,2017,0.38,0.52,0.29
incidence_per_1000_uninfected,DZA,SEX_BTSX,2008,0.1,0.1,0.1
incidence_per_1000_uninfected,DZA,SEX_BTSX,2011,0.1,0.1,0.1
incidence_per_1000_uninfected,SSD,SEX_FMLE,2011,1.3,1.8,1.1
incidence_per_1000_uninfected,MOZ,SEX_FMLE,2024,3.6,4.5,2.8
incidence_per_1000_uninfected,SWZ,SEX_BTSX,1994,20.0,22.8,17.2
incidence_per_1000_uninfected,LBR,SEX_BTSX,2007,,,
incidence_per_1000_uninfected,NAM,SEX_FMLE,2015,4.5,5.7,3.7
incidence_per_1000_uninfected,SWZ,SEX_MLE,1997,23.4,26.7,20.8
incidence_per_1000_uninfected,NAM,SEX_BTSX,2017,3.0,3.9,2.5
incidence_per_1000_uninfected,ZMB,SEX_BTSX,2008,5.0,5.7,4.4
incidence_per_1000_uninfected,KEN,SEX_BTSX,2007,2.4,3.8,1.6
incidence_per_1000_uninfected,RWA,SEX_FMLE,1994,5.0,6.0,4.2
incidence_per_1000_uninfected,COG,SEX_FMLE,2002,2.9,3.3,2.5
incidence_per_1000_uninfected,MOZ,SEX_FMLE,2014,7.7,8.6,6.9
incidence_per_1000_uninfected,AGO,SEX_MLE,1990,0.52,0.79,0.33
incidence_per_1000_uninfected,GMB,SEX_BTSX,2014,0.96,1.3,0.67
incidence_per_1000_uninfected,MWI,SEX_FMLE,2017,2.2,2.6,1.9
incidence_per_1000_uninfected,BDI,SEX_BTSX,2017,0.17,0.26,0.11
incidence_per_1000_uninfected,MUS,SEX_MLE,2008,,,
incidence_per_1000_uninfected,TCD,SEX_BTSX,2003,1.2,1.5,0.97
incidence_per_1000_uninfected,COG,SEX_MLE,2010,1.3,1.6,1.0
incidence_per_1000_uninfected,GIN,SEX_MLE,1994,0.92,1.3,0.57
incidence_per_1000_uninfected,CMR,SEX_BTSX,1999,4.8,5.4,4.2
incidence_per_1000_uninfected,ETH,SEX_BTSX,2017,0.16,0.32,0.1
incidence_per_1000_uninfected,STP,SEX_FMLE,2024,,,
incidence_per_1000_uninfected,MLI,SEX_FMLE,2011,0.54,0.75,0.42
incidence_per_1000_uninfected,NAM,SEX_MLE,1992,6.7,7.9,5.8
incidence_per_1000_uninfected,BWA,SEX_BTSX,2012,7.0,7.6,6.1
incidence_per_1000_uninfected,CIV,SEX_FMLE,2005,2.4,2.9,2.1
incidence_per_1000_uninfected,GAB,SEX_MLE,1990,1.4,2.5,0.75
incidence_per_1000_uninfected,KEN,SEX_MLE,2007,2.0,3.2,1.3
incidence_per_1000_uninfected,MRT,SEX_BTSX,1995,0.54,0.68,0.41
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2012,17.2,19.6,14.9
incidence_per_1000_uninfected,STP,SEX_BTSX,2010,,,
incidence_per_1000_uninfected,BEN,SEX_BTSX,2006,0.63,0.76,0.53
incidence_per_1000_uninfected,ZMB,SEX_MLE,2009,4.1,4.8,3.7
incidence_per_1000_uninfected,DZA,SEX_FMLE,2019,0.1,0.1,0.1
incidence_per_1000_uninfected,GAB,SEX_FMLE,2018,1.7,2.5,1.0
incidence_per_1000_uninfected,ZWE,SEX_BTSX,2021,1.4,1.8,1.1
incidence_per_1000_uninfected,NAM,SEX_BTSX,2014,4.0,5.0,3.4
incidence_per_1000_uninfected,SSD,SEX_BTSX,2012,1.2,1.5,0.93
incidence_per_1000_uninfected,RWA,SEX_MLE,2010,0.97,1.3,0.8
incidence_per_1000_uninfected,GIN,SEX_FMLE,1995,1.2,1.6,0.87
incidence_per_1000_uninfected,COM,SEX_MLE,2022,0.1,0.1,0.01
incidence_per_1000_uninfected,CAF,SEX_BTSX,2011,2.0,2.5,1.5
incidence_per_1000_uninfected,GIN,SEX_BTSX,2024,0.32,0.51,0.18
incidence_per_1000_uninfected,ETH,SEX_FMLE,2000,1.3,2.4,0.74
incidence_per_1000_uninfected,SEN,SEX_FMLE,2017,0.1,0.11,0.1
incidence_per_1000_uninfected,STP,SEX_MLE,2014,,,
incidence_per_1000_uninfected,RWA,SEX_BTSX,2018,0.36,0.58,0.26
incidence_per_1000_uninfected,MLI,SEX_MLE,2005,0.67,0.87,0.56
incidence_per_1000_uninfected,CAF,SEX_FMLE,2023,0.78,1.5,0.38
incidence_per_1000_uninfected,BFA,SEX_BTSX,2018,0.17,0.22,0.12
incidence_per_1000_uninfected,ZMB,SEX_FMLE,2014,5.9,6.6,5.4
incidence_per_1000_uninfected,LBR,SEX_BTSX,2022,,,
incidence_per_1000_uninfected,TGO,SEX_MLE,2007,1.2,1.6,1.0
incidence_per_1000_uninfected,CAF,SEX_FMLE,1990,7.0,10.5,5.2
incidence_per_1000_uninfected,SSD,SEX_FMLE,2021,0.81,1.1,0.57
incidence_per_1000_uninfected,SEN,SEX_BTSX,2001,0.58,0.64,0.56
incidence_per_1000_uninfected,COD,SEX_MLE,2000,1.0,1.3,0.82
incidence_per_1000_uninfected,ZMB,SEX_MLE,2022,1.5,1.9,1.2
incidence_per_1000_uninfected,TCD,SEX_BTSX,2000,1.4,1.8,1.1
incidence_per_1000_uninfected,MOZ,SEX_BTSX,1999,9.0,10.4,8.1
incidence_per_1000_uninfected,TCD,SEX_FMLE,1997,2.0,2.7,1.5
incidence_per_1000_uninfected,GAB,SEX_MLE,1993,2.3,4.0,1.5
incidence_per_1000_uninfected,CIV,SEX_MLE,1996,5.0,6.1,4.1
incidence_per_1000_uninfected,RWA,SEX_MLE,2012,0.73,1.0,0.57
incidence_per_1000_uninfected,TCD,SEX_FMLE,2021,0.29,0.43,0.18
incidence_per_1000_uninfected,MLI,SEX_FMLE,2021,0.27,0.39,0.19
incidence_per_1000_uninfected,SSD,SEX_FMLE,2020,0.82,1.1,0.6
incidence_per_1000_uninfected,TZA,SEX_FMLE,1991,6.6,7.3,5.9
incidence_per_1000_uninfected,LBR,SEX_BTSX,1999,,,
incidence_per_1000_uninfected,GAB,SEX_BTSX,1998,4.1,5.7,2.9
incidence_per_1000_uninfected,SEN,SEX_FMLE,1993,0.34,0.36,0.31
incidence_per_1000_uninfected,UGA,SEX_BTSX,1993,6.3,7.3,5.8
incidence_per_1000_uninfected,ERI,SEX_FMLE,2009,0.18,0.34,0.1
incidence_per_1000_uninfected,CIV,SEX_MLE,2008,1.1,1.4,0.92
incidence_per_1000_uninfected,GIN,SEX_BTSX,1991,0.66,0.96,0.31
incidence_per_1000_uninfected,MDG,SEX_MLE,1998,0.1,0.11,0.1
incidence_per_1000_uninfected,NER,SEX_MLE,1991,0.67,0.85,0.52
incidence_per_1000_uninfected,SWZ,SEX_FMLE,1998,27.7,29.7,25.5
incidence_per_1000_uninfected,MWI,SEX_MLE,1991,12.4,13.6,11.4
incidence_per_1000_uninfected,BEN,SEX_FMLE,2024,0.11,0.18,0.1
incidence_per_1000_uninfected,GHA,SEX_MLE,2018,0.47,0.64,0.35
incidence_per_1000_uninfected,UGA,SEX_BTSX,2021,1.1,1.5,0.91
incidence_per_1000_uninfected,TCD,SEX_MLE,1992,1.9,2.7,1.2
incidence_per_1000_uninfected,MLI,SEX_MLE,1999,0.92,1.1,0.76
incidence_per_1000_uninfected,ETH,SEX_MLE,1994,2.2,4.8,1.2
incidence_per_1000_uninfected,ERI,SEX_FMLE,2010,0.17,0.29,0.1
incidence_per_1000_uninfected,MOZ,SEX_BTSX,2010,7.8,8.7,7.2
incidence_per_1000_uninfected,TGO,SEX_BTSX,2017,0.56,0.76,0.4
incidence_per_1000_uninfected,MRT,SEX_FMLE,2000,0.51,0.6,0.43
incidence_per_1000_uninfected,GHA,SEX_MLE,1991,1.8,2.3,1.3
incidence_per_1000_uninfected,GNB,SEX_FMLE,1995,2.6,3.2,1.7
incidence_per_1000_uninfected,BWA,SEX_MLE,1996,21.5,24.1,19.3
incidence_per_1000_uninfected,CAF,SEX_BTSX,2004,3.3,4.0,2.7
incidence_per_1000_uninfected,BFA,SEX_BTSX,2001,0.8,0.98,0.66
incidence_per_1000_uninfected,DZA,SEX_FMLE,1991,0.01,0.01,0.01
incidence_per_1000_uninfected,TCD,SEX_FMLE,2005,1.1,1.4,0.9
incidence_per_1000_uninfected,COD,SEX_MLE,2006,0.67,0.86,0.55
incidence_per_1000_uninfected,MLI,SEX_BTSX,1995,1.4,1.8,1.2
incidence_per_1000_uninfected,BDI,SEX_MLE,2009,0.42,0.56,0.3
incidence_per_1000_uninfected,UGA,SEX_MLE,2011,2.7,3.3,2.5
incidence_per_1000_uninfected,AGO,SEX_BTSX,1993,0.98,1.3,0.7
incidence_per_1000_uninfected,NAM,SEX_MLE,1991,5.1,5.9,4.5
incidence_per_1000_uninfected,NER,SEX_BTSX,2010,0.1,0.11,0.1
incidence_per_1000_uninfected,UGA,SEX_MLE,2007,3.6,4.2,3.3
incidence_per_1000_uninfected,GNQ,SEX_MLE,2009,,,
incidence_per_1000_uninfected,GHA,SEX_BTSX,2023,0.52,0.82,0.34
incidence_per_1000_uninfected,GMB,SEX_FMLE,2017,0.79,1.1,0.54
incidence_per_1000_uninfected,MWI,SEX_FMLE,1997,12.7,13.8,11.7
incidence_per_1000_uninfected,CMR,SEX_MLE,2004,2.9,3.5,2.5
incidence_per_1000_uninfected,GMB,SEX_FMLE,2020,0.65,1.0,0.41
incidence_per_1000_uninfected,ZWE,SEX_MLE,2008,7.4,8.6,6.7
incidence_per_1000_uninfected,NGA,SEX_BTSX,2020,0.37,0.48,0.29
incidence_per_1000_uninfected,TGO,SEX_FMLE,2021,0.52,0.77,0.31
incidence_per_1000_uninfected,MLI,SEX_BTSX,1999,1.0,1.3,0.89
incidence_per_1000_uninfected,GAB,SEX_BTSX,2005,2.5,3.2,2.0
incidence_per_1000_uninfected,SEN,SEX_BTSX,2002,0.5,0.55,0.48
incidence_per_1000_uninfected,MDG,SEX_FMLE,1995,0.1,0.1,0.01
incidence_per_1000_uninfected,GNB,SEX_FMLE,2005,2.9,3.4,2.4
incidence_per_1000_uninfected,DZA,SEX_BTSX,2007,0.1,0.1,0.1
incidence_per_1000_uninfected,COD,SEX_BTSX,2015,0.37,0.49,0.28
incidence_per_1000_uninfected,BFA,SEX_BTSX,2023,0.14,0.2,0.1
incidence_per_1000_uninfected,LSO,SEX_FMLE,2019,5.2,6.7,4.1
incidence_per_1000_uninfected,ZAF,SEX_FMLE,2021,4.6,5.2,4.1
incidence_per_1000_uninfected,COD,SEX_BTSX,2002,0.98,1.2,0.82
incidence_per_1000_uninfected,TZA,SEX_BTSX,1996,4.4,5.1,4.0
incidence_per_1000_uninfected,COD,SEX_FMLE,2024,0.25,0.42,0.14
incidence_per_1000_uninfected,CIV,SEX_MLE,2021,0.25,0.4,0.16
incidence_per_1000_uninfected,MOZ,SEX_BTSX,1996,7.3,8.4,6.5
incidence_per_1000_uninfected,BDI,SEX_MLE,2020,0.1,0.13,0.1
incidence_per_1000_uninfected,MUS,SEX_MLE,2015,,,
incidence_per_1000_uninfected,DZA,SEX_MLE,1998,0.1,0.1,0.1
incidence_per_1000_uninfected,GIN,SEX_BTSX,1993,0.92,1.3,0.53
incidence_per_1000_uninfected,AGO,SEX_MLE,2001,0.94,1.1,0.77
incidence_per_1000_uninfected,TCD,SEX_FMLE,2008,0.89,1.1,0.7
incidence_per_1000_uninfected,MLI,SEX_FMLE,1990,1.5,2.4,0.93
incidence_per_1000_uninfected,NER,SEX_BTSX,1995,0.7,0.86,0.58
incidence_per_1000_uninfected,GNB,SEX_MLE,1997,3.1,3.9,2.4
incidence_per_1000_uninfected,SEN,SEX_MLE,2002,0.54,0.6,0.5
incidence_per_1000_uninfected,COG,SEX_BTSX,2012,1.8,2.2,1.3
incidence_per_1000_uninfected,STP,SEX_FMLE,1993,,,
incidence_per_1000_uninfected,AGO,SEX_BTSX,2012,1.1,1.3,0.97
incidence_per_1000_uninfected,SLE,SEX_FMLE,2019,0.73,1.0,0.53
incidence_per_1000_uninfected,RWA,SEX_MLE,1996,3.1,3.5,2.7
incidence_per_1000_uninfected,ERI,SEX_BTSX,1990,1.9,3.0,1.2
incidence_per_1000_uninfected,GNQ,SEX_FMLE,2021,,,
incidence_per_1000_uninfected,GMB,SEX_MLE,2008,1.3,1.8,1.0
incidence_per_1000_uninfected,GHA,SEX_FMLE,1995,2.5,3.1,2.2
incidence_per_1000_uninfected,BWA,SEX_MLE,2001,14.6,16.9,13.3
incidence_per_1000_uninfected,ZAF,SEX_MLE,2005,8.8,10.3,7.7
incidence_per_1000_uninfected,UGA,SEX_MLE,1991,6.2,7.3,5.5
incidence_per_1000_uninfected,COD,SEX_MLE,1995,1.4,1.9,1.1
incidence_per_1000_uninfected,GIN,SEX_MLE,2013,0.62,0.78,0.48
incidence_per_1000_uninfected,ETH,SEX_MLE,2007,0.4,0.87,0.21
incidence_per_1000_uninfected,SSD,SEX_FMLE,1997,2.2,3.2,1.5
incidence_per_1000_uninfected,BEN,SEX_FMLE,2002,0.89,1.1,0.76
incidence_per_1000_uninfected,COD,SEX_FMLE,2000,1.2,1.6,1.0
incidence_per_1000_uninfected,LSO,SEX_FMLE,2008,17.0,19.9,14.7
incidence_per_1000_uninfected,COD,SEX_MLE,1998,1.2,1.5,0.93
incidence_per_1000_uninfected,MLI,SEX_MLE,2010,0.45,0.6,0.36
incidence_per_1000_uninfected,SLE,SEX_FMLE,1996,1.5,1.9,1.2
incidence_per_1000_uninfected,NAM,SEX_FMLE,1998,15.4,17.2,14.1
incidence_per_1000_uninfected,MLI,SEX_FMLE,2004,0.85,1.1,0.71
incidence_per_1000_uninfected,MOZ,SEX_FMLE,2006,9.2,10.3,8.4
incidence_per_1000_uninfected,MUS,SEX_BTSX,2024,,,
incidence_per_1000_uninfected,COG,SEX_FMLE,1995,3.9,4.7,3.4
incidence_per_1000_uninfected,NGA,SEX_BTSX,1990,1.4,1.6,1.2
incidence_per_1000_uninfected,MDG,SEX_MLE,1991,0.1,0.1,0.01
incidence_per_1000_uninfected,SEN,SEX_MLE,1991,0.28,0.31,0.25
incidence_per_1000_uninfected,BWA,SEX_FMLE,2000,20.9,23.2,18.9
incidence_per_1000_uninfected,NGA,SEX_BTSX,1996,1.9,2.2,1.7
incidence_per_1000_uninfected,NAM,SEX_MLE,2024,1.1,1.5,0.87
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2016,11.0,12.6,9.3
incidence_per_1000_uninfected,GNQ,SEX_FMLE,2019,,,
incidence_per_1000_uninfected,TGO,SEX_BTSX,2020,0.42,0.63,0.26
incidence_per_1000_uninfected,CPV,SEX_MLE,1997,0.51,0.69,0.42
incidence_per_1000_uninfected,CPV,SEX_BTSX,2013,0.39,0.5,0.32
incidence_per_1000_uninfected,UGA,SEX_BTSX,2004,4.4,5.0,4.1
incidence_per_1000_uninfected,DZA,SEX_BTSX,2002,0.1,0.1,0.1
incidence_per_1000_uninfected,ZAF,SEX_BTSX,2000,13.2,14.5,11.9
incidence_per_1000_uninfected,DZA,SEX_MLE,2020,0.1,0.1,0.1
incidence_per_1000_uninfected,TZA,SEX_BTSX,2019,1.6,1.9,1.4
incidence_per_1000_uninfected,GIN,SEX_BTSX,2000,1.3,1.6,1.1
incidence_per_1000_uninfected,CMR,SEX_FMLE,2002,4.2,4.7,3.8
incidence_per_1000_uninfected,GAB,SEX_MLE,2013,1.0,1.3,0.7
incidence_per_1000_uninfected,STP,SEX_BTSX,2024,,,
incidence_per_1000_uninfected,UGA,SEX_MLE,1997,5.0,5.8,4.6
incidence_per_1000_uninfected,LBR,SEX_BTSX,1995,,,
incidence_per_1000_uninfected,BDI,SEX_MLE,2021,0.1,0.14,0.1
incidence_per_1000_uninfected,LSO,SEX_MLE,2008,13.8,16.8,11.9
incidence_per_1000_uninfected,SEN,SEX_MLE,2000,0.72,0.8,0.66
incidence_per_1000_uninfected,SYC,SEX_BTSX,1992,,,
incidence_per_1000_uninfected,CAF,SEX_BTSX,1992,6.6,10.2,5.0
incidence_per_1000_uninfected,ERI,SEX_MLE,2002,0.55,0.79,0.36
incidence_per_1000_uninfected,GIN,SEX_FMLE,2023,0.45,0.69,0.26
incidence_per_1000_uninfected,COG,SEX_BTSX,2019,2.0,2.8,1.2
incidence_per_1000_uninfected,ZAF,SEX_MLE,2004,9.2,10.8,8.0
incidence_per_1000_uninfected,GNQ,SEX_FMLE,2014,,,
incidence_per_1000_uninfected,TGO,SEX_FMLE,2001,2.6,3.3,2.1
incidence_per_1000_uninfected,CAF,SEX_MLE,1992,5.4,7.9,4.1
incidence_per_1000_uninfected,ZAF,SEX_BTSX,2014,6.0,6.7,5.4
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2023,5.7,7.1,4.5
incidence_per_1000_uninfected,NGA,SEX_FMLE,2020,0.45,0.58,0.36
incidence_per_1000_uninfected,MLI,SEX_FMLE,2002,0.97,1.2,0.83
incidence_per_1000_uninfected,UGA,SEX_BTSX,1990,7.4,8.5,6.6
incidence_per_1000_uninfected,KEN,SEX_FMLE,1993,13.1,20.5,8.3
incidence_per_1000_uninfected,ZMB,SEX_BTSX,2012,5.0,5.6,4.5
incidence_per_1000_uninfected,NAM,SEX_MLE,2021,1.3,1.8,1.0
incidence_per_1000_uninfected,GIN,SEX_BTSX,2007,1.1,1.3,0.9
incidence_per_1000_uninfected,COD,SEX_FMLE,2007,0.77,0.97,0.64
incidence_per_1000_uninfected,AGO,SEX_FMLE,2018,1.1,1.4,0.96
incidence_per_1000_uninfected,GNQ,SEX_FMLE,2003,,,
incidence_per_1000_uninfected,CPV,SEX_MLE,2014,0.45,0.6,0.37
incidence_per_1000_uninfected,SSD,SEX_FMLE,2016,1.2,1.6,1.0
incidence_per_1000_uninfected,SWZ,SEX_MLE,2008,16.2,18.1,14.6
incidence_per_1000_uninfected,MWI,SEX_BTSX,1993,14.2,15.3,13.5
incidence_per_1000_uninfected,TZA,SEX_MLE,2007,1.9,2.3,1.7
incidence_per_1000_uninfected,TCD,SEX_FMLE,1990,1.8,2.8,1.1
incidence_per_1000_uninfected,BFA,SEX_BTSX,2019,0.14,0.2,0.1
incidence_per_1000_uninfected,SEN,SEX_FMLE,2000,0.62,0.66,0.57
incidence_per_1000_uninfected,SYC,SEX_MLE,2004,,,
incidence_per_1000_uninfected,BEN,SEX_FMLE,1995,1.7,2.1,1.4
incidence_per_1000_uninfected,BFA,SEX_FMLE,2023,0.16,0.23,0.1
incidence_per_1000_uninfected,SWZ,SEX_FMLE,1999,27.5,29.9,25.5
incidence_per_1000_uninfected,NAM,SEX_FMLE,2010,7.0,8.1,6.1
incidence_per_1000_uninfected,COD,SEX_BTSX,2020,0.29,0.4,0.2
incidence_per_1000_uninfected,MOZ,SEX_MLE,2023,2.4,3.1,1.9
incidence_per_1000_uninfected,TZA,SEX_BTSX,2012,2.0,2.3,1.8
incidence_per_1000_uninfected,AGO,SEX_BTSX,2020,0.76,0.9,0.63
incidence_per_1000_uninfected,COM,SEX_FMLE,2016,0.1,0.1,0.01
incidence_per_1000_uninfected,BDI,SEX_BTSX,2006,0.68,0.87,0.53
incidence_per_1000_uninfected,DZA,SEX_MLE,2012,0.1,0.1,0.1
incidence_per_1000_uninfected,TCD,SEX_MLE,2015,0.39,0.53,0.28
incidence_per_1000_uninfected,BWA,SEX_FMLE,1993,27.7,30.2,25.4
incidence_per_1000_uninfected,ZMB,SEX_MLE,1998,8.2,9.2,7.3
incidence_per_1000_uninfected,ERI,SEX_FMLE,2019,0.14,0.24,0.1
incidence_per_1000_uninfected,CAF,SEX_BTSX,2021,0.86,1.4,0.48
incidence_per_1000_uninfected,CIV,SEX_MLE,2001,2.9,3.5,2.5
incidence_per_1000_uninfected,COD,SEX_FMLE,1994,1.8,2.4,1.4
incidence_per_1000_uninfected,GNB,SEX_MLE,2009,1.8,2.2,1.5
incidence_per_1000_uninfected,UGA,SEX_BTSX,2019,1.3,1.6,1.1
incidence_per_1000_uninfected,MDG,SEX_MLE,2008,0.19,0.26,0.15
incidence_per_1000_uninfected,COD,SEX_FMLE,2019,0.39,0.53,0.28
incidence_per_1000_uninfected,DZA,SEX_MLE,2023,0.1,0.1,0.1
incidence_per_1000_uninfected,CIV,SEX_BTSX,1991,7.8,10.1,6.2
incidence_per_1000_uninfected,ZWE,SEX_MLE,2009,7.0,8.2,6.4
incidence_per_1000_uninfected,NER,SEX_MLE,1996,0.66,0.79,0.53
incidence_per_1000_uninfected,LSO,SEX_MLE,2023,1.8,2.5,1.3
incidence_per_1000_uninfected,SLE,SEX_MLE,2015,0.68,0.86,0.55
incidence_per_1000_uninfected,COM,SEX_FMLE,2001,0.1,0.1,0.01
incidence_per_1000_uninfected,SEN,SEX_MLE,2006,0.3,0.34,0.28
incidence_per_1000_uninfected,MLI,SEX_BTSX,2021,0.24,0.35,0.17
incidence_per_1000_uninfected,GNB,SEX_FMLE,2002,4.1,5.0,3.4
incidence_per_1000_uninfected,CPV,SEX_MLE,1990,0.47,0.95,0.28
incidence_per_1000_uninfected,BFA,SEX_BTSX,2005,0.51,0.63,0.4
incidence_per_1000_uninfected,BDI,SEX_MLE,2010,0.43,0.58,0.32
incidence_per_1000_uninfected,TZA,SEX_BTSX,2018,1.8,2.2,1.6
incidence_per_1000_uninfected,UGA,SEX_FMLE,2005,4.5,5.0,4.2
incidence_per_1000_uninfected,MOZ,SEX_MLE,2005,7.4,8.6,6.7
