country,metric,year,"98-98-99 treatment, 2024 prevention",95-95-95 treatment and prevention reaches 2030 target,"95-95-95 treatment, 2024 level of prevention",2024 level all HIV services,Historical trend,"2024 level treatment, reduced prevention"
Guinea,new_infections,2030,1196.0560185185186,1203.709027777778,1612.5983796296298,3670.1645833333337,3853.8368055555557,
Guinea,aids_deaths,2020,4940.57202,,,,,
Guinea,aids_deaths,2021,4376.54614,,,,,
Guinea,aids_deaths,2022,3983.24902,,,,,
Guinea,aids_deaths,2023,3736.96924,,,,,
Guinea,aids_deaths,2024,3316.87671,,,,,
Guinea,aids_deaths,2025,2757.7777022433716,2755.522773623385,2755.522773623385,2755.522773623385,2755.522773623385,2755.522773623385
Guinea,aids_deaths,2026,2509.735554044867,2319.194085656016,2387.9694085656015,2690.1298436437796,2707.0418082936776,
Guinea,aids_deaths,2027,2204.1927260367097,1916.689326988443,1994.484364377974,2748.757987763426,2774.6896668932695,
Guinea,aids_deaths,2028,1809.5802175390888,1586.342284160435,1646.0978925900747,2764.542488103331,2796.1114887831404,
Guinea,aids_deaths,2029,1480.360639021074,1331.5353501019713,1374.378993881713,2749.8854520734194,2788.219238613188,
Guinea,aids_deaths,2030,1294.3290278721956,1184.9649898028551,1225.5537049626103,2719.4439157036027,2755.522773623385,
Guinea-Bissau,new_infections,2020,1254.10879,,,,,
Guinea-Bissau,new_infections,2021,1266.92038,,,,,
Guinea-Bissau,new_infections,2022,1115.55509,,,,,
Guinea-Bissau,new_infections,2023,1050.91063,,,,,
Guinea-Bissau,new_infections,2024,881.00881,,,,,
Guinea-Bissau,new_infections,2025,741.8471794871796,741.8471794871796,741.8471794871796,741.8471794871796,741.8471794871796,741.8471794871796
Guinea-Bissau,new_infections,2026,653.2953846153847,455.4092307692308,613.5374358974359,712.0287179487179,763.5333333333334,
Guinea-Bissau,new_infections,2027,545.7682051282052,328.00307692307695,506.01025641025643,690.3425641025641,773.4728205128206,
Guinea-Bissau,new_infections,2028,438.24102564102566,243.06564102564104,416.5548717948718,666.8492307692308,783.4123076923078,
Guinea-Bissau,new_infections,2029,330.7138461538462,177.10358974358977,329.81025641025644,643.3558974358974,796.9661538461539,
Guinea-Bissau,new_infections,2030,220.47589743589745,157.2246153846154,292.76307692307694,619.8625641025642,780.7015384615385,
Guinea-Bissau,aids_deaths,2020,1378.77563,,,,,
Guinea-Bissau,aids_deaths,2021,1275.2749,,,,,
Guinea-Bissau,aids_deaths,2022,1113.29352,,,,,
Guinea-Bissau,aids_deaths,2023,1036.6868,,,,,
Guinea-Bissau,aids_deaths,2024,952.45584,,,,,
Guinea-Bissau,aids_deaths,2025,763.8939759036145,762.7469879518073,762.7469879518073,762.7469879518073,762.7469879518073,762.7469879518073
Guinea-Bissau,aids_deaths,2026,649.1951807228916,586.110843373494,605.6096385542169,712.2795180722892,713.4265060240964,
Guinea-Bissau,aids_deaths,2027,549.4072289156627,467.97108433734945,490.910843373494,719.1614457831325,720.3084337349399,
Guinea-Bissau,aids_deaths,2028,449.6192771084338,389.9759036144579,408.32771084337355,722.6024096385543,724.8963855421688,
Guinea-Bissau,aids_deaths,2029,368.18313253012053,332.6265060240964,345.2433734939759,716.8674698795181,719.1614457831325,
Guinea-Bissau,aids_deaths,2030,326.89156626506025,302.80481927710844,315.421686746988,706.544578313253,707.6915662650603,
Kenya,new_infections,2020,23795.9056,,,,,
Kenya,new_infections,2021,23591.75303,,,,,
Kenya,new_infections,2022,22953.84891,,,,,
Kenya,new_infections,2023,19838.06305,,,,,
Kenya,new_infections,2024,19990.58206,,,,,
Kenya,new_infections,2025,18527.67574152542,18447.20349576271,18527.67574152542,18527.67574152542,18527.67574152542,18527.67574152542
Kenya,new_infections,2026,17047.40995762712,14150.40911016949,17492.125,17880.72123940678,19186.27754237288,
Kenya,new_infections,2027,14945.601959745762,11663.181408898305,16333.748199152542,17282.473622881356,19314.39782838983,
Kenya,new_infections,2028,12827.91128177966,9659.846027542373,15367.022404661016,16687.40254237288,19424.517743644068,
Kenya,new_infections,2029,10763.162870762711,7918.045444915254,14443.709269067796,16095.507997881356,19552.638029661015,
Kenya,new_infections,2030,8357.466260593219,7406.62314618644,13706.752913135593,15505.731144067795,18970.273093220338,
Kenya,aids_deaths,2020,24952.30191,,,,,
Kenya,aids_deaths,2021,25221.2483,,,,,
Kenya,aids_deaths,2022,23088.74721,,,,,
Kenya,aids_deaths,2023,21199.25839,,,,,
Kenya,aids_deaths,2024,20848.55356,,,,,
Kenya,aids_deaths,2025,19885.44136337377,19871.38946658964,19873.396880415945,19873.396880415945,19873.396880415945,19873.396880415945
Kenya,aids_deaths,2026,19574.292220296553,19269.165318698248,19433.773252455227,19592.358944733296,19668.64067013287,
Kenya,aids_deaths,2027,18177.132197188523,17566.878393991912,17896.094261505874,19168.794627383017,19307.306181398035,
Kenya,aids_deaths,2028,16525.030618139805,16201.836992104756,16615.364240323514,18761.289620643172,18943.964278836895,
Kenya,aids_deaths,2029,15288.463701136145,15270.396976699403,15746.154053533603,18349.769786250723,18566.570479491624,
Kenya,aids_deaths,2030,14254.645580589255,14497.542653572116,14969.284902753707,17972.37598690545,18179.139611014827,
Lesotho,new_infections,2020,5829.44569,,,,,
Lesotho,new_infections,2021,4838.18124,,,,,
Lesotho,new_infections,2022,3936.54599,,,,,
Lesotho,new_infections,2023,3759.7663,,,,,
Lesotho,new_infections,2024,3173.63791,,,,,
Lesotho,new_infections,2025,2881.926640926641,2853.3320463320465,2881.926640926641,2881.926640926641,2881.926640926641,2881.926640926641
Lesotho,new_infections,2026,3396.629343629344,3227.1042471042474,3496.710424710425,3598.833976833977,3870.4826254826257,
Lesotho,new_infections,2027,2900.3088803088804,2867.629343629344,3235.2741312741314,3625.3861003861007,4207.490347490348,
Lesotho,new_infections,2028,2240.5907335907336,2401.9459459459463,2802.2702702702704,3468.1158301158302,4334.123552123552,
Lesotho,new_infections,2029,1619.6795366795368,1985.2818532818535,2373.3513513513517,3294.505791505792,4432.1621621621625,
Lesotho,new_infections,2030,1082.5096525096526,1619.6795366795368,1968.942084942085,3112.725868725869,4507.733590733591,
Lesotho,aids_deaths,2020,5031.99316,,,,,
Lesotho,aids_deaths,2021,4593.48853,,,,,
Lesotho,aids_deaths,2022,4262.8175,,,,,
Lesotho,aids_deaths,2023,4131.23608,,,,,
Lesotho,aids_deaths,2024,3955.97803,,,,,
Lesotho,aids_deaths,2025,3273.9310344827586,3266.135960591133,3273.9310344827586,3273.9310344827586,3273.9310344827586,3273.9310344827586
Lesotho,aids_deaths,2026,3201.8266009852214,3145.312315270936,3180.390147783251,3153.1073891625615,3155.056157635468,
Lesotho,aids_deaths,2027,3145.312315270936,3121.927093596059,3137.5172413793102,3157.004926108374,3164.7999999999997,
Lesotho,aids_deaths,2028,2967.9743842364533,2997.2059113300493,2985.5133004926106,3065.4128078817735,3079.054187192118,
Lesotho,aids_deaths,2029,2796.4827586206898,2866.63842364532,2833.5093596059114,2967.9743842364533,2985.5133004926106,
Lesotho,aids_deaths,2030,2632.7862068965514,2741.9172413793103,2691.249261083744,2872.484729064039,2893.92118226601,
Liberia,new_infections,2020,1579.2812,,,,,
Liberia,new_infections,2021,1307.37805,,,,,
Liberia,new_infections,2022,1140.7089,,,,,
Liberia,new_infections,2023,877.48658,,,,,
Liberia,new_infections,2024,681.87597,,,,,
Liberia,new_infections,2025,510.08757396449704,510.08757396449704,510.08757396449704,510.08757396449704,510.08757396449704,510.08757396449704
Liberia,new_infections,2026,446.32662721893496,334.1396449704142,428.57041420118344,476.99644970414204,501.20946745562134,
Liberia,new_infections,2027,390.6366863905326,276.83550295857987,379.3372781065089,456.01183431952666,493.13846153846157,
Liberia,new_infections,2028,337.36804733727814,234.05917159763314,336.56094674556215,435.8343195266272,485.8745562130178,
Liberia,new_infections,2029,285.7136094674556,196.93254437869822,294.5917159763314,416.4639053254438,477.80355029585803,
Liberia,new_infections,2030,205.003550295858,183.21183431952664,275.22130177514794,394.67218934911244,455.20473372781066,
Liberia,aids_deaths,2020,1585.26642,,,,,
Liberia,aids_deaths,2021,1343.41974,,,,,
Liberia,aids_deaths,2022,1164.18738,,,,,
Liberia,aids_deaths,2023,993.10886,,,,,
Liberia,aids_deaths,2024,898.36551,,,,,
Liberia,aids_deaths,2025,751.5635491606714,750.4868105515587,750.4868105515587,750.4868105515587,750.4868105515587,750.4868105515587
Liberia,aids_deaths,2026,660.0407673860911,636.3525179856115,654.6570743405275,667.57793764988,679.4220623501199,
Liberia,aids_deaths,2027,597.589928057554,553.4436450839329,577.1318944844124,636.3525179856115,653.5803357314148,
Liberia,aids_deaths,2028,510.37410071942446,466.22781774580335,484.53237410071944,611.5875299760191,634.1990407673861,
Liberia,aids_deaths,2029,436.0791366906475,407.0071942446043,421.00479616306956,585.7458033573141,613.7410071942446,
Liberia,aids_deaths,2030,398.39328537170263,371.47482014388487,385.4724220623501,560.9808153477218,587.8992805755396,
Madagascar,new_infections,2020,7856.69853,,,,,
Madagascar,new_infections,2021,8621.78149,,,,,
Madagascar,new_infections,2022,9144.56759,,,,,
Madagascar,new_infections,2023,14043.69252,,,,,
Madagascar,new_infections,2024,16182.93317,,,,,
Madagascar,new_infections,2025,16497.130207197384,16497.130207197384,16497.130207197384,16497.130207197384,16497.130207197384,16497.130207197384
Madagascar,new_infections,2026,16407.126608505998,11857.532933478735,15745.33544165758,17139.508833151584,17968.953762268266,
Madagascar,new_infections,2027,15611.212431842967,9021.537186477644,14400.575790621593,17771.298800436205,19156.648309705564,
Madagascar,new_infections,2028,14566.46477644493,6771.447219193021,13324.06215921483,18390.735332606328,20418.463467829883,
Madagascar,new_infections,2029,13271.118865866958,4747.2486368593245,12044.599236641223,19008.407088331518,21780.870883315158,
Madagascar,new_infections,2030,3718.383969465649,4328.996619411124,11546.932279171211,19627.843620501637,22739.14449291167,
Madagascar,aids_deaths,2020,3045.68823,,,,,
Madagascar,aids_deaths,2021,3142.70532,,,,,
Madagascar,aids_deaths,2022,3112.62024,,,,,
Madagascar,aids_deaths,2023,3129.64673,,,,,
Madagascar,aids_deaths,2024,3076.24805,,,,,
Madagascar,aids_deaths,2025,3163.558393189678,3163.558393189678,3163.558393189678,3163.558393189678,3163.558393189678,3163.558393189678
Madagascar,aids_deaths,2026,2729.85794094174,2386.1707901037507,2406.628358606012,3450.782654961426,3454.8741686618782,
Madagascar,aids_deaths,2027,2054.7581803671187,1499.1306198457037,1552.320297951583,3730.6421920723596,3735.5520085129024,
Madagascar,aids_deaths,2028,1504.0404362862464,1034.3346634743282,1103.072093641926,3976.1330140994946,3982.679436020218,
Madagascar,aids_deaths,2029,1083.4328278797552,744.6554934823091,828.122372971535,4198.711359404097,4211.804203245544,
Madagascar,aids_deaths,2030,844.4884277733439,552.3543495610535,650.5506783719075,4414.743282787976,4439.292364990689,
Malawi,new_infections,2020,19002.15476,,,,,
Malawi,new_infections,2021,16434.94457,,,,,
Malawi,new_infections,2022,15077.07418,,,,,
Malawi,new_infections,2023,12911.97784,,,,,
Malawi,new_infections,2024,11757.20218,,,,,
Malawi,new_infections,2025,10915.089043021839,10915.089043021839,10915.089043021839,10915.089043021839,10915.089043021839,10915.089043021839
Malawi,new_infections,2026,10073.178086043677,7905.587965132628,10405.975349142374,10392.751616833817,11538.808416908802,
Malawi,new_infections,2027,8978.914237510544,6414.612147342768,9920.003186802887,9916.697253725748,11776.835598462836,
Malawi,new_infections,2028,7864.814790514575,5224.476239572594,9418.603336770082,9438.438935232918,12009.352891554972,
Malawi,new_infections,2029,6796.998406598556,4245.920048739338,8916.101509044896,8960.180616740088,12281.54138157278,
Malawi,new_infections,2030,5731.385978067297,3940.672227950136,8401.477926703534,8463.188677476803,11815.40481769613,
Malawi,aids_deaths,2020,16103.44678,,,,,
Malawi,aids_deaths,2021,15504.44238,,,,,
Malawi,aids_deaths,2022,14958.43701,,,,,
Malawi,aids_deaths,2023,14416.51025,,,,,
Malawi,aids_deaths,2024,13694.43994,,,,,
Malawi,aids_deaths,2025,12902.297770890453,12902.297770890453,12902.297770890453,12902.297770890453,12902.297770890453,12902.297770890453
Malawi,aids_deaths,2026,12441.967814995829,12430.541184884969,12464.821075217547,12366.87853141018,12350.554774108952,
Malawi,aids_deaths,2027,11922.872332816785,11705.766360710455,11808.60603170819,11950.622720228872,11958.784598879485,
Malawi,aids_deaths,2028,11222.583144594111,11043.021814280606,11193.200381451901,11555.58779353916,11589.867683871738,
Malawi,aids_deaths,2029,10674.104899272857,10569.632852545,10750.82655858863,11176.876624150675,11235.642150435095,
Malawi,aids_deaths,2030,10192.554058886637,10177.862677315532,10380.277267850757,10816.12158779354,10909.167004410538,
Mali,new_infections,2020,5281.22313,,,,,
Mali,new_infections,2021,5055.01315,,,,,
Mali,new_infections,2022,4823.18142,,,,,
Mali,new_infections,2023,4278.30782,,,,,
Mali,new_infections,2024,4002.81202,,,,,
Mali,new_infections,2025,3684.758262075341,3684.758262075341,3684.758262075341,3684.758262075341,3684.758262075341,3684.758262075341
Mali,new_infections,2026,3282.3304830136353,2619.9436098913798,3051.0501502195516,3588.5456436330023,3672.7316847700486,
Mali,new_infections,2027,2704.129651028426,1867.8199676450197,2397.9144904090595,3495.108389184192,3623.700254217703,
Mali,new_infections,2028,2116.6776057314537,1310.8969262768662,1882.621908943841,3400.746013404206,3571.893459671828,
Mali,new_infections,2029,1532.0009244280102,852.0367460134042,1385.8317541021493,3306.3836376242202,3520.0866651259535,
Mali,new_infections,2030,850.1865033510516,704.942454356367,1154.5514213080658,3210.171019181881,3425.7242893459675,
Mali,aids_deaths,2020,4911.05566,,,,,
Mali,aids_deaths,2021,4512.94141,,,,,
Mali,aids_deaths,2022,4393.28931,,,,,
Mali,aids_deaths,2023,3810.43494,,,,,
Mali,aids_deaths,2024,3235.68213,,,,,
Mali,aids_deaths,2025,2909.5055456171735,2908.347763864043,2908.347763864043,2908.347763864043,2908.347763864043,2908.347763864043
Mali,aids_deaths,2026,2698.789266547406,2537.8576028622538,2561.0132379248657,2973.183542039356,2994.0236135957066,
Mali,aids_deaths,2027,2286.618962432916,1997.1735241502683,2040.0114490161002,3079.6994633273703,3108.644007155635,
Mali,aids_deaths,2028,1824.6640429338104,1585.0032200357782,1634.7878354203935,3134.115205724508,3168.848658318426,
Mali,aids_deaths,2029,1461.120572450805,1304.8200357781752,1349.9735241502683,3149.1663685152057,3188.5309481216455,
Mali,aids_deaths,2030,1279.3488372093022,1126.5216457960644,1172.8329159212878,3139.9041144901607,3173.479785330948,
Mauritania,new_infections,2020,169.29328,,,,,
Mauritania,new_infections,2021,195.42708,,,,,
Mauritania,new_infections,2022,201.78356,,,,,
Mauritania,new_infections,2023,190.63848,,,,,
Mauritania,new_infections,2024,184.33446,,,,,
Mauritania,new_infections,2025,190.09271523178808,190.09271523178808,190.09271523178808,190.09271523178808,190.09271523178808,190.09271523178808
Mauritania,new_infections,2026,159.6291390728477,129.16556291390728,140.13245033112582,181.56291390728478,188.87417218543047,
Mauritania,new_infections,2027,127.94701986754967,95.04635761589404,108.45033112582782,173.03311258278146,184.0,
Mauritania,new_infections,2028,98.70198675496688,67.01986754966887,81.64238410596026,165.72185430463577,179.12582781456953,
Mauritania,new_infections,2029,69.45695364238411,41.43046357615894,54.83443708609271,157.19205298013244,174.25165562913907,
Mauritania,new_infections,2030,40.211920529801326,36.556291390728475,48.741721854304636,148.66225165562915,166.94039735099338,
Mauritania,aids_deaths,2020,305.62009,,,,,
Mauritania,aids_deaths,2021,274.78604,,,,,
Mauritania,aids_deaths,2022,238.83169,,,,,
Mauritania,aids_deaths,2023,210.25165,,,,,
Mauritania,aids_deaths,2024,183.92813,,,,,
Mauritania,aids_deaths,2025,173.848275862069,172.5793103448276,172.5793103448276,172.5793103448276,172.5793103448276,172.5793103448276
Mauritania,aids_deaths,2026,158.6206896551724,153.5448275862069,153.5448275862069,171.31034482758622,,
Mauritania,aids_deaths,2027,138.31724137931036,124.35862068965518,125.62758620689657,173.848275862069,,
Mauritania,aids_deaths,2028,110.4,97.71034482758621,97.71034482758621,170.04137931034484,172.5793103448276,
Mauritania,aids_deaths,2029,90.09655172413794,81.21379310344828,81.21379310344828,167.50344827586207,170.04137931034484,
Mauritania,aids_deaths,2030,77.40689655172415,71.06206896551724,71.06206896551724,163.69655172413795,166.23448275862071,
Mauritius,new_infections,2020,946.14123,,,,,
Mauritius,new_infections,2021,935.61865,,,,,
Mauritius,new_infections,2022,982.71692,,,,,
Mauritius,new_infections,2023,988.37499,,,,,
Mauritius,new_infections,2024,1038.96255,,,,,
Mauritius,new_infections,2025,1034.167441860465,1034.167441860465,1034.167441860465,1034.167441860465,1034.167441860465,1034.167441860465
Mauritius,new_infections,2026,979.8011627906977,780.4581395348837,936.3081395348837,1025.710465116279,1396.6093023255814,
Mauritius,new_infections,2027,863.8197674418604,579.9069767441861,768.3767441860465,1014.8372093023256,1542.7941860465116,
Mauritius,new_infections,2028,740.589534883721,443.3872093023256,647.5627906976745,1003.9639534883721,1686.5627906976745,
Mauritius,new_infections,2029,606.4860465116279,311.7,511.043023255814,991.8825581395349,1833.9558139534884,
Mauritius,new_infections,2030,234.37906976744188,222.29767441860466,428.88953488372096,977.3848837209302,1797.7116279069767,
Mauritius,aids_deaths,2020,593.85239,,,,,
Mauritius,aids_deaths,2021,598.93362,,,,,
Mauritius,aids_deaths,2022,606.4682,,,,,
Mauritius,aids_deaths,2023,634.79008,,,,,
Mauritius,aids_deaths,2024,613.37605,,,,,
Mauritius,aids_deaths,2025,621.6609105180534,621.6609105180534,621.6609105180534,621.6609105180534,621.6609105180534,621.6609105180534
Mauritius,aids_deaths,2026,474.42543171114596,394.552590266876,395.51491365777076,629.359497645212,631.2841444270016,
Mauritius,aids_deaths,2027,315.6420722135008,217.48508634222918,219.40973312401883,638.0204081632653,636.0957613814757,
Mauritius,aids_deaths,2028,209.78649921507065,146.27315541601254,148.1978021978022,645.7189952904239,639.945054945055,
Mauritius,aids_deaths,2029,138.574568288854,100.08163265306122,103.9309262166405,653.4175824175824,648.6059654631083,
Mauritius,aids_deaths,2030,102.96860282574568,71.21193092621664,75.06122448979592,659.1915227629513,662.0784929356357,
Mozambique,new_infections,2020,125808.1737,,,,,
Mozambique,new_infections,2021,118823.3087,,,,,
Mozambique,new_infections,2022,108553.948,,,,,
Mozambique,new_infections,2023,100488.25,,,,,
Mozambique,new_infections,2024,91525.13228,,,,,
Mozambique,new_infections,2025,80622.95123883606,80622.95123883606,80622.95123883606,80622.95123883606,80622.95123883606,80622.95123883606
Mozambique,new_infections,2026,73531.14808412561,56489.19835782195,72029.46305099395,78881.31302218381,81133.18135983867,
Mozambique,new_infections,2027,62443.20152693748,42198.799697493516,62422.10674157303,77751.42358110055,81226.7894698934,
Mozambique,new_infections,2028,50775.14837222702,31713.37294727744,54718.55481129357,76530.5628781331,81171.41565831171,
Mozambique,new_infections,2029,39076.77146355517,23358.519518870642,47200.90067703831,75093.48062518006,80897.1834485739,
Mozambique,new_infections,2030,27657.900460962257,20966.898228176316,42906.79343128781,73586.52189570728,79383.63259867473,
Mozambique,aids_deaths,2020,50072.13867,,,,,
Mozambique,aids_deaths,2021,49816.91016,,,,,
Mozambique,aids_deaths,2022,48766.43555,,,,,
Mozambique,aids_deaths,2023,46296.33984,,,,,
Mozambique,aids_deaths,2024,44044.08398,,,,,
Mozambique,aids_deaths,2025,39143.16675908469,39118.74400207017,39118.74400207017,39118.74400207017,39118.74400207017,39118.74400207017
Mozambique,aids_deaths,2026,36575.5209049573,35290.88388599313,35937.27285497764,37410.77919485416,38153.23100809582,
Mozambique,aids_deaths,2027,33879.2485305534,32024.747181250234,33188.89859894274,37033.04055302947,38158.11555949873,
Mozambique,aids_deaths,2028,30842.68574174707,29159.1436915456,30697.77738346087,36824.63302650549,38319.30575579461,
Mozambique,aids_deaths,2029,28947.47979741969,26809.674466747994,28449.255554323317,36604.82821337474,38457.70137887694,
Mozambique,aids_deaths,2030,27133.683043140736,25124.504232745556,26834.097223762525,36337.8060700159,38177.65376511035,
Namibia,new_infections,2020,4513.90717,,,,,
Namibia,new_infections,2021,4902.88723,,,,,
Namibia,new_infections,2022,4388.45384,,,,,
Namibia,new_infections,2023,4651.38884,,,,,
Namibia,new_infections,2024,4494.65419,,,,,
Namibia,new_infections,2025,3556.770909090909,3556.770909090909,3556.770909090909,3556.770909090909,3556.770909090909,3556.770909090909
Namibia,new_infections,2026,3229.8618181818183,2997.7563636363634,3416.2,3282.1672727272726,3409.661818181818,
Namibia,new_infections,2027,2880.069090909091,2670.847272727273,3272.36,3086.021818181818,3278.898181818182,
Namibia,new_infections,2028,2536.8145454545456,2376.629090909091,3118.712727272727,2889.8763636363637,3144.8654545454547,
Namibia,new_infections,2029,2216.4436363636364,2115.101818181818,2971.6036363636363,2703.538181818182,3014.101818181818,
Namibia,new_infections,2030,1922.2254545454546,1958.1854545454546,2772.1890909090907,2527.0072727272727,2821.2254545454543,
Namibia,aids_deaths,2020,3656.8385,,,,,
Namibia,aids_deaths,2021,3474.66992,,,,,
Namibia,aids_deaths,2022,3316.91785,,,,,
Namibia,aids_deaths,2023,3316.7594,,,,,
Namibia,aids_deaths,2024,3208.14062,,,,,
Namibia,aids_deaths,2025,2894.9323927101705,2893.0464432686654,2893.0464432686654,2893.0464432686654,2893.0464432686654,2893.0464432686654
Namibia,aids_deaths,2026,2721.425044091711,2713.881246325691,2719.5390946502057,2689.363903586126,2691.2498530276307,
Namibia,aids_deaths,2027,2591.294532627866,2564.891240446796,2576.206937095826,2587.522633744856,2589.408583186361,
Namibia,aids_deaths,2028,2438.5326278659613,2436.6466784244562,2451.734273956496,2489.453262786596,2493.225161669606,
Namibia,aids_deaths,2029,2314.0599647266313,2336.6913580246915,2353.6649029982364,2397.041740152851,2400.8136390358613,
Namibia,aids_deaths,2030,2206.5608465608466,2246.1657848324517,2266.9112286890063,2308.4021164021165,2315.9459141681364,
Niger,new_infections,2020,1435.1057,,,,,
Niger,new_infections,2021,1360.37058,,,,,
Niger,new_infections,2022,1249.77909,,,,,
Niger,new_infections,2023,1190.82079,,,,,
Niger,new_infections,2024,1150.86078,,,,,
Niger,new_infections,2025,1162.2622309197652,1162.2622309197652,1162.2622309197652,1162.2622309197652,1162.2622309197652,1162.2622309197652
Niger,new_infections,2026,1046.261252446184,864.9393346379647,967.4256360078277,1146.495107632094,1208.4373776908024,
Niger,new_infections,2027,866.0655577299412,636.3160469667318,762.4530332681018,1121.7181996086106,1218.573385518591,
Niger,new_infections,2028,680.238747553816,461.7514677103718,596.8982387475538,1096.9412915851271,1229.835616438356,
Niger,new_infections,2029,492.1594911937378,310.83757338551857,432.4696673189824,1074.416829745597,1245.6027397260273,
Niger,new_infections,2030,302.95401174168296,259.0313111545988,354.7602739726027,1053.018590998043,1226.4569471624266,
Niger,aids_deaths,2020,1179.91861,,,,,
Niger,aids_deaths,2021,1151.82477,,,,,
Niger,aids_deaths,2022,1101.17896,,,,,
Niger,aids_deaths,2023,1031.36523,,,,,
Niger,aids_deaths,2024,978.98489,,,,,
Niger,aids_deaths,2025,1024.0493827160494,1021.8518518518518,1021.8518518518518,1021.8518518518518,1021.8518518518518,1021.8518518518518
Niger,aids_deaths,2026,926.2592592592592,858.1358024691358,863.6296296296297,1016.358024691358,1018.5555555555555,
Niger,aids_deaths,2027,750.4567901234568,639.4814814814815,649.3703703703703,997.679012345679,1000.9753086419753,
Niger,aids_deaths,2028,575.7530864197531,477.96296296296293,488.95061728395063,977.9012345679013,981.1975308641976,
Niger,aids_deaths,2029,440.6049382716049,370.28395061728395,381.2716049382716,959.2222222222222,963.6172839506173,
Niger,aids_deaths,2030,358.1975308641975,318.641975308642,329.6296296296296,942.7407407407408,946.0370370370371,
Nigeria,new_infections,2020,78210.67736,,,,,
Nigeria,new_infections,2021,72387.66172,,,,,
Nigeria,new_infections,2022,62586.22154,,,,,
Nigeria,new_infections,2023,58930.10093,,,,,
Nigeria,new_infections,2024,48097.58637,,,,,
Nigeria,new_infections,2025,40619.6100230863,40617.11473113538,40617.11473113538,40617.11473113538,40617.11473113538,40617.11473113538
Nigeria,new_infections,2026,35891.03177608882,29251.059894684964,34250.3773183575,38721.94049441,42089.336982179455,
Nigeria,new_infections,2027,30360.21716686986,23016.57295530596,29886.111696194654,37119.96306191798,42377.54320251096,
Nigeria,new_infections,2028,24987.853596534464,17916.196207621073,26151.907291639647,35478.0609582112,42644.53944125963,
Nigeria,new_infections,2029,19944.868563720785,13545.692355580919,22720.880859121684,33849.8829602345,42996.37560633966,
Nigeria,new_infections,2030,13473.328889004177,12543.832637285674,21264.878005758605,32232.933776036938,41413.112863479546,
Nigeria,aids_deaths,2020,64099.18164,,,,,
Nigeria,aids_deaths,2021,57005.77148,,,,,
Nigeria,aids_deaths,2022,51023.64453,,,,,
Nigeria,aids_deaths,2023,46036.38281,,,,,
Nigeria,aids_deaths,2024,42176.13672,,,,,
Nigeria,aids_deaths,2025,36037.82247163397,36015.363617744646,36015.363617744646,36015.363617744646,36015.363617744646,36015.363617744646
Nigeria,aids_deaths,2026,33271.92823495679,32703.546471142425,32802.01990742637,33627.81468889526,33702.101667144554,
Nigeria,aids_deaths,2027,31260.997009789866,30319.452750583707,30537.13087289559,33624.359480604595,33772.93343710319,
Nigeria,aids_deaths,2028,28470.916315078033,27710.770491131774,27900.80694711834,33703.82927128989,33852.403227788476,
Nigeria,aids_deaths,2029,25770.671035923486,26024.62884528735,26130.012698152623,33505.15479457666,33598.44541842461,
Nigeria,aids_deaths,2030,23685.45283250727,24922.417400565275,24880.954901077297,33087.07459140622,33057.705320935565,
Rwanda,new_infections,2020,3165.23927,,,,,
Rwanda,new_infections,2021,3366.9729,,,,,
Rwanda,new_infections,2022,3119.92644,,,,,
Rwanda,new_infections,2023,2921.57293,,,,,
Rwanda,new_infections,2024,2555.49174,,,,,
Rwanda,new_infections,2025,1847.121212121212,1840.8008658008657,1847.121212121212,1847.121212121212,1847.121212121212,1847.121212121212
Rwanda,new_infections,2026,1695.4329004329004,1384.155844155844,1727.0346320346318,1698.5930735930735,1806.038961038961,
Rwanda,new_infections,2027,1592.7272727272725,1169.2640692640691,1641.7099567099567,1605.3679653679653,1769.6969696969695,
Rwanda,new_infections,2028,1496.3419913419912,995.4545454545454,1561.125541125541,1516.8831168831168,1734.935064935065,
Rwanda,new_infections,2029,1396.7965367965367,846.9264069264069,1474.2207792207791,1425.2380952380952,1693.8528138528138,
Rwanda,new_infections,2030,1287.7705627705627,783.7229437229437,1377.8354978354978,1335.17316017316,1594.307359307359,
Rwanda,aids_deaths,2020,3339.4856,,,,,
Rwanda,aids_deaths,2021,3171.8429,,,,,
Rwanda,aids_deaths,2022,3022.03064,,,,,
Rwanda,aids_deaths,2023,2938.30676,,,,,
Rwanda,aids_deaths,2024,2764.646,,,,,
Rwanda,aids_deaths,2025,2407.3100616016427,2407.3100616016427,2407.3100616016427,2407.3100616016427,2407.3100616016427,2407.3100616016427
Rwanda,aids_deaths,2026,2218.056125941136,2221.8412046543463,2227.5188227241615,2204.808350444901,2206.7008898015056,
Rwanda,aids_deaths,2027,2153.709787816564,2140.4620123203285,2155.602327173169,2142.3545516769336,2148.032169746749,
Rwanda,aids_deaths,2028,2072.330595482546,2043.9425051334701,2062.867898699521,2081.7932922655714,2089.3634496919917,
Rwanda,aids_deaths,2029,1990.9514031485285,1968.2409308692677,1990.9514031485285,2015.5544147843943,2026.9096509240246,
Rwanda,aids_deaths,2030,1922.8199863107461,1898.2169746748802,1922.8199863107461,1947.422997946612,1960.6707734428473,
Senegal,new_infections,2020,1857.85712,,,,,
Senegal,new_infections,2021,2268.85325,,,,,
Senegal,new_infections,2022,3145.49309,,,,,
Senegal,new_infections,2023,3060.88506,,,,,
