measure,location,countryCode,sex,age,year,val
population,Turkmenistan,TKM,female,15+,2029,2946954
population,Turkmenistan,TKM,female,15+,2030,3005029
population,Turkmenistan,TKM,male,15+,2024,2471733
population,Turkmenistan,TKM,male,15+,2025,2525874
population,Turkmenistan,TKM,male,15+,2026,2582523
population,Turkmenistan,TKM,male,15+,2027,2641082
population,Turkmenistan,TKM,male,15+,2028,2700802
population,Turkmenistan,TKM,male,15+,2029,2760708
population,Turkmenistan,TKM,male,15+,2030,2819742
population,Turks and Caicos Islands,TCA,female,15+,2024,19440
population,Turks and Caicos Islands,TCA,female,15+,2025,19636
population,Turks and Caicos Islands,TCA,female,15+,2026,19794
population,Turks and Caicos Islands,TCA,female,15+,2027,19940
population,Turks and Caicos Islands,TCA,female,15+,2028,20096
population,Turks and Caicos Islands,TCA,female,15+,2029,20248
population,Turks and Caicos Islands,TCA,female,15+,2030,20400
population,Turks and Caicos Islands,TCA,male,15+,2024,19616
population,Turks and Caicos Islands,TCA,male,15+,2025,19734
population,Turks and Caicos Islands,TCA,male,15+,2026,19814
population,Turks and Caicos Islands,TCA,male,15+,2027,19889
population,Turks and Caicos Islands,TCA,male,15+,2028,19990
population,Turks and Caicos Islands,TCA,male,15+,2029,20092
population,Turks and Caicos Islands,TCA,male,15+,2030,20197
population,Tuvalu,TUV,female,15+,2024,3206
population,Tuvalu,TUV,female,15+,2025,3148
population,Tuvalu,TUV,female,15+,2026,3103
population,Tuvalu,TUV,female,15+,2027,3076
population,Tuvalu,TUV,female,15+,2028,3064
population,Tuvalu,TUV,female,15+,2029,3062
population,Tuvalu,TUV,female,15+,2030,3066
population,Tuvalu,TUV,male,15+,2024,3262
population,Tuvalu,TUV,male,15+,2025,3209
population,Tuvalu,TUV,male,15+,2026,3174
population,Tuvalu,TUV,male,15+,2027,3152
population,Tuvalu,TUV,male,15+,2028,3142
population,Tuvalu,TUV,male,15+,2029,3146
population,Tuvalu,TUV,male,15+,2030,3156
population,Türkiye,TUR,female,15+,2024,34609922
population,Türkiye,TUR,female,15+,2025,34899328
population,Türkiye,TUR,female,15+,2026,35210422
population,Türkiye,TUR,female,15+,2027,35542248
population,Türkiye,TUR,female,15+,2028,35883231
population,Türkiye,TUR,female,15+,2029,36222979
population,Türkiye,TUR,female,15+,2030,36559090
population,Türkiye,TUR,male,15+,2024,34101708
population,Türkiye,TUR,male,15+,2025,34352076
population,Türkiye,TUR,male,15+,2026,34624716
population,Türkiye,TUR,male,15+,2027,34920462
population,Türkiye,TUR,male,15+,2028,35226871
population,Türkiye,TUR,male,15+,2029,35533362
population,Türkiye,TUR,male,15+,2030,35837370
population,Uganda,UGA,female,15+,2024,14408341
population,Uganda,UGA,female,15+,2025,14907852
population,Uganda,UGA,female,15+,2026,15417625
population,Uganda,UGA,female,15+,2027,15935598
population,Uganda,UGA,female,15+,2028,16460160
population,Uganda,UGA,female,15+,2029,16990210
population,Uganda,UGA,female,15+,2030,17526790
population,Uganda,UGA,male,15+,2024,13828672
population,Uganda,UGA,male,15+,2025,14324416
population,Uganda,UGA,male,15+,2026,14830978
population,Uganda,UGA,male,15+,2027,15346083
population,Uganda,UGA,male,15+,2028,15868199
population,Uganda,UGA,male,15+,2029,16396530
population,Uganda,UGA,male,15+,2030,16932073
population,Ukraine,UKR,female,15+,2024,17709886
population,Ukraine,UKR,female,15+,2025,18240733
population,Ukraine,UKR,female,15+,2026,18538357
population,Ukraine,UKR,female,15+,2027,18496690
population,Ukraine,UKR,female,15+,2028,18454960
population,Ukraine,UKR,female,15+,2029,18402562
population,Ukraine,UKR,female,15+,2030,18335962
population,Ukraine,UKR,male,15+,2024,14892106
population,Ukraine,UKR,male,15+,2025,15401520
population,Ukraine,UKR,male,15+,2026,15694767
population,Ukraine,UKR,male,15+,2027,15676530
population,Ukraine,UKR,male,15+,2028,15658767
population,Ukraine,UKR,male,15+,2029,15630235
population,Ukraine,UKR,male,15+,2030,15587764
population,United Arab Emirates,ARE,female,15+,2024,3101109
population,United Arab Emirates,ARE,female,15+,2025,3206172
population,United Arab Emirates,ARE,female,15+,2026,3285183
population,United Arab Emirates,ARE,female,15+,2027,3350934
population,United Arab Emirates,ARE,female,15+,2028,3409420
population,United Arab Emirates,ARE,female,15+,2029,3461931
population,United Arab Emirates,ARE,female,15+,2030,3509660
population,United Arab Emirates,ARE,male,15+,2024,6149442
population,United Arab Emirates,ARE,male,15+,2025,6327032
population,United Arab Emirates,ARE,male,15+,2026,6447389
population,United Arab Emirates,ARE,male,15+,2027,6537294
population,United Arab Emirates,ARE,male,15+,2028,6611005
population,United Arab Emirates,ARE,male,15+,2029,6674158
population,United Arab Emirates,ARE,male,15+,2030,6730652
population,United Kingdom,GBR,female,15+,2024,29304819
population,United Kingdom,GBR,female,15+,2025,29545415
population,United Kingdom,GBR,female,15+,2026,29781018
population,United Kingdom,GBR,female,15+,2027,30017140
population,United Kingdom,GBR,female,15+,2028,30246319
population,United Kingdom,GBR,female,15+,2029,30457344
population,United Kingdom,GBR,female,15+,2030,30657535
population,United Kingdom,GBR,male,15+,2024,27951942
population,United Kingdom,GBR,male,15+,2025,28206691
population,United Kingdom,GBR,male,15+,2026,28457226
population,United Kingdom,GBR,male,15+,2027,28709240
population,United Kingdom,GBR,male,15+,2028,28954988
population,United Kingdom,GBR,male,15+,2029,29183672
population,United Kingdom,GBR,male,15+,2030,29402950
population,United Republic of Tanzania,TZA,female,15+,2024,20140900
population,United Republic of Tanzania,TZA,female,15+,2025,20787309
population,United Republic of Tanzania,TZA,female,15+,2026,21445306
population,United Republic of Tanzania,TZA,female,15+,2027,22116022
population,United Republic of Tanzania,TZA,female,15+,2028,22812526
population,United Republic of Tanzania,TZA,female,15+,2029,23539832
population,United Republic of Tanzania,TZA,female,15+,2030,24286954
population,United Republic of Tanzania,TZA,male,15+,2024,19256435
population,United Republic of Tanzania,TZA,male,15+,2025,19889090
population,United Republic of Tanzania,TZA,male,15+,2026,20534071
population,United Republic of Tanzania,TZA,male,15+,2027,21192602
population,United Republic of Tanzania,TZA,male,15+,2028,21877908
population,United Republic of Tanzania,TZA,male,15+,2029,22594829
population,United Republic of Tanzania,TZA,male,15+,2030,23332353
population,United States Virgin Islands,VIR,female,15+,2024,37768
population,United States Virgin Islands,VIR,female,15+,2025,37584
population,United States Virgin Islands,VIR,female,15+,2026,37386
population,United States Virgin Islands,VIR,female,15+,2027,37176
population,United States Virgin Islands,VIR,female,15+,2028,36962
population,United States Virgin Islands,VIR,female,15+,2029,36752
population,United States Virgin Islands,VIR,female,15+,2030,36543
population,United States Virgin Islands,VIR,male,15+,2024,33130
population,United States Virgin Islands,VIR,male,15+,2025,32706
population,United States Virgin Islands,VIR,male,15+,2026,32301
population,United States Virgin Islands,VIR,male,15+,2027,31918
population,United States Virgin Islands,VIR,male,15+,2028,31566
population,United States Virgin Islands,VIR,male,15+,2029,31240
population,United States Virgin Islands,VIR,male,15+,2030,30934
population,United States of America,USA,female,15+,2024,142724622
population,United States of America,USA,female,15+,2025,143852216
population,United States of America,USA,female,15+,2026,144891618
population,United States of America,USA,female,15+,2027,145876554
population,United States of America,USA,female,15+,2028,146832424
population,United States of America,USA,female,15+,2029,147764983
population,United States of America,USA,female,15+,2030,148669018
population,United States of America,USA,male,15+,2024,142858258
population,United States of America,USA,male,15+,2025,144042758
population,United States of America,USA,male,15+,2026,145139151
population,United States of America,USA,male,15+,2027,146179688
population,United States of America,USA,male,15+,2028,147190929
population,United States of America,USA,male,15+,2029,148181046
population,United States of America,USA,male,15+,2030,149145416
population,Uruguay,URY,female,15+,2024,1442136
population,Uruguay,URY,female,15+,2025,1447566
population,Uruguay,URY,female,15+,2026,1452799
population,Uruguay,URY,female,15+,2027,1458008
population,Uruguay,URY,female,15+,2028,1463491
population,Uruguay,URY,female,15+,2029,1469026
population,Uruguay,URY,female,15+,2030,1474564
population,Uruguay,URY,male,15+,2024,1324944
population,Uruguay,URY,male,15+,2025,1331362
population,Uruguay,URY,male,15+,2026,1337612
population,Uruguay,URY,male,15+,2027,1343930
population,Uruguay,URY,male,15+,2028,1350610
population,Uruguay,URY,male,15+,2029,1357435
population,Uruguay,URY,male,15+,2030,1364361
population,Uzbekistan,UZB,female,15+,2024,12568700
population,Uzbekistan,UZB,female,15+,2025,12773694
population,Uzbekistan,UZB,female,15+,2026,12974230
population,Uzbekistan,UZB,female,15+,2027,13174551
population,Uzbekistan,UZB,female,15+,2028,13384763
population,Uzbekistan,UZB,female,15+,2029,13612276
population,Uzbekistan,UZB,female,15+,2030,13851346
population,Uzbekistan,UZB,male,15+,2024,12483375
population,Uzbekistan,UZB,male,15+,2025,12685542
population,Uzbekistan,UZB,male,15+,2026,12882666
population,Uzbekistan,UZB,male,15+,2027,13079214
population,Uzbekistan,UZB,male,15+,2028,13285968
population,Uzbekistan,UZB,male,15+,2029,13510898
population,Uzbekistan,UZB,male,15+,2030,13747973
population,Vanuatu,VUT,female,15+,2024,101448
population,Vanuatu,VUT,female,15+,2025,104369
population,Vanuatu,VUT,female,15+,2026,107380
population,Vanuatu,VUT,female,15+,2027,110472
population,Vanuatu,VUT,female,15+,2028,113648
population,Vanuatu,VUT,female,15+,2029,116902
population,Vanuatu,VUT,female,15+,2030,120206
population,Vanuatu,VUT,male,15+,2024,100746
population,Vanuatu,VUT,male,15+,2025,103564
population,Vanuatu,VUT,male,15+,2026,106479
population,Vanuatu,VUT,male,15+,2027,109482
population,Vanuatu,VUT,male,15+,2028,112579
population,Vanuatu,VUT,male,15+,2029,115761
population,Vanuatu,VUT,male,15+,2030,118998
population,Venezuela (Bolivarian Republic of),VEN,female,15+,2024,10842339
population,Venezuela (Bolivarian Republic of),VEN,female,15+,2025,10975846
population,Venezuela (Bolivarian Republic of),VEN,female,15+,2026,11109482
population,Venezuela (Bolivarian Republic of),VEN,female,15+,2027,11243688
population,Venezuela (Bolivarian Republic of),VEN,female,15+,2028,11372688
population,Venezuela (Bolivarian Republic of),VEN,female,15+,2029,11495146
population,Venezuela (Bolivarian Republic of),VEN,female,15+,2030,11612656
population,Venezuela (Bolivarian Republic of),VEN,male,15+,2024,10312120
population,Venezuela (Bolivarian Republic of),VEN,male,15+,2025,10435782
population,Venezuela (Bolivarian Republic of),VEN,male,15+,2026,10559636
population,Venezuela (Bolivarian Republic of),VEN,male,15+,2027,10683990
population,Venezuela (Bolivarian Republic of),VEN,male,15+,2028,10802917
population,Venezuela (Bolivarian Republic of),VEN,male,15+,2029,10915144
population,Venezuela (Bolivarian Republic of),VEN,male,15+,2030,11022322
population,Viet Nam,VNM,female,15+,2024,40179390
population,Viet Nam,VNM,female,15+,2025,40624819
population,Viet Nam,VNM,female,15+,2026,41084490
population,Viet Nam,VNM,female,15+,2027,41655186
population,Viet Nam,VNM,female,15+,2028,42247490
population,Viet Nam,VNM,female,15+,2029,42771324
population,Viet Nam,VNM,female,15+,2030,43271449
population,Viet Nam,VNM,male,15+,2024,37354912
population,Viet Nam,VNM,male,15+,2025,37752331
population,Viet Nam,VNM,male,15+,2026,38167091
population,Viet Nam,VNM,male,15+,2027,38696640
population,Viet Nam,VNM,male,15+,2028,39247806
population,Viet Nam,VNM,male,15+,2029,39729596
population,Viet Nam,VNM,male,15+,2030,40189469
population,Wallis and Futuna Islands,WLF,female,15+,2024,4792
population,Wallis and Futuna Islands,WLF,female,15+,2025,4816
population,Wallis and Futuna Islands,WLF,female,15+,2026,4844
population,Wallis and Futuna Islands,WLF,female,15+,2027,4870
population,Wallis and Futuna Islands,WLF,female,15+,2028,4893
population,Wallis and Futuna Islands,WLF,female,15+,2029,4906
population,Wallis and Futuna Islands,WLF,female,15+,2030,4920
population,Wallis and Futuna Islands,WLF,male,15+,2024,4184
population,Wallis and Futuna Islands,WLF,male,15+,2025,4209
population,Wallis and Futuna Islands,WLF,male,15+,2026,4232
population,Wallis and Futuna Islands,WLF,male,15+,2027,4255
population,Wallis and Futuna Islands,WLF,male,15+,2028,4276
population,Wallis and Futuna Islands,WLF,male,15+,2029,4290
population,Wallis and Futuna Islands,WLF,male,15+,2030,4309
population,Western Sahara,ESH,female,15+,2024,198128
population,Western Sahara,ESH,female,15+,2025,202722
population,Western Sahara,ESH,female,15+,2026,207238
population,Western Sahara,ESH,female,15+,2027,211704
population,Western Sahara,ESH,female,15+,2028,216160
population,Western Sahara,ESH,female,15+,2029,220583
population,Western Sahara,ESH,female,15+,2030,225012
population,Western Sahara,ESH,male,15+,2024,255704
population,Western Sahara,ESH,male,15+,2025,260262
population,Western Sahara,ESH,male,15+,2026,264717
population,Western Sahara,ESH,male,15+,2027,269098
population,Western Sahara,ESH,male,15+,2028,273442
population,Western Sahara,ESH,male,15+,2029,277740
population,Western Sahara,ESH,male,15+,2030,282032
population,Yemen,YEM,female,15+,2024,11883380
population,Yemen,YEM,female,15+,2025,12250693
population,Yemen,YEM,female,15+,2026,12617023
population,Yemen,YEM,female,15+,2027,12991511
population,Yemen,YEM,female,15+,2028,13382564
population,Yemen,YEM,female,15+,2029,13789840
population,Yemen,YEM,female,15+,2030,14212990
population,Yemen,YEM,male,15+,2024,12008567
population,Yemen,YEM,male,15+,2025,12387372
population,Yemen,YEM,male,15+,2026,12764227
population,Yemen,YEM,male,15+,2027,13148689
population,Yemen,YEM,male,15+,2028,13549648
population,Yemen,YEM,male,15+,2029,13966958
population,Yemen,YEM,male,15+,2030,14400332
population,Zambia,ZMB,female,15+,2024,6345421
population,Zambia,ZMB,female,15+,2025,6575836
population,Zambia,ZMB,female,15+,2026,6810386
population,Zambia,ZMB,female,15+,2027,7048139
population,Zambia,ZMB,female,15+,2028,7288014
population,Zambia,ZMB,female,15+,2029,7529266
population,Zambia,ZMB,female,15+,2030,7772089
population,Zambia,ZMB,male,15+,2024,6132920
population,Zambia,ZMB,male,15+,2025,6359700
population,Zambia,ZMB,male,15+,2026,6590386
population,Zambia,ZMB,male,15+,2027,6824024
population,Zambia,ZMB,male,15+,2028,7059564
population,Zambia,ZMB,male,15+,2029,7296280
population,Zambia,ZMB,male,15+,2030,7534254
population,Zimbabwe,ZWE,female,15+,2024,5328614
population,Zimbabwe,ZWE,female,15+,2025,5472282
population,Zimbabwe,ZWE,female,15+,2026,5623885
population,Zimbabwe,ZWE,female,15+,2027,5780126
population,Zimbabwe,ZWE,female,15+,2028,5936793
population,Zimbabwe,ZWE,female,15+,2029,6089767
population,Zimbabwe,ZWE,female,15+,2030,6236084
population,Zimbabwe,ZWE,male,15+,2024,4506664
population,Zimbabwe,ZWE,male,15+,2025,4650124
population,Zimbabwe,ZWE,male,15+,2026,4801887
population,Zimbabwe,ZWE,male,15+,2027,4958361
population,Zimbabwe,ZWE,male,15+,2028,5115336
population,Zimbabwe,ZWE,male,15+,2029,5268848
population,Zimbabwe,ZWE,male,15+,2030,5415894
