measure,location,countryCode,sex,age,year,val
population,Martinique,MTQ,male,15+,2028,126544
population,Martinique,MTQ,male,15+,2029,125754
population,Martinique,MTQ,male,15+,2030,124956
population,Mauritania,MRT,female,15+,2024,1543552
population,Mauritania,MRT,female,15+,2025,1594011
population,Mauritania,MRT,female,15+,2026,1645404
population,Mauritania,MRT,female,15+,2027,1697962
population,Mauritania,MRT,female,15+,2028,1751257
population,Mauritania,MRT,female,15+,2029,1805362
population,Mauritania,MRT,female,15+,2030,1860645
population,Mauritania,MRT,male,15+,2024,1417932
population,Mauritania,MRT,male,15+,2025,1468286
population,Mauritania,MRT,male,15+,2026,1519914
population,Mauritania,MRT,male,15+,2027,1573102
population,Mauritania,MRT,male,15+,2028,1626696
population,Mauritania,MRT,male,15+,2029,1680609
population,Mauritania,MRT,male,15+,2030,1735723
population,Mauritius,MUS,female,15+,2024,541412
population,Mauritius,MUS,female,15+,2025,542828
population,Mauritius,MUS,female,15+,2026,543794
population,Mauritius,MUS,female,15+,2027,544396
population,Mauritius,MUS,female,15+,2028,544689
population,Mauritius,MUS,female,15+,2029,544714
population,Mauritius,MUS,female,15+,2030,544546
population,Mauritius,MUS,male,15+,2024,541486
population,Mauritius,MUS,male,15+,2025,541080
population,Mauritius,MUS,male,15+,2026,540264
population,Mauritius,MUS,male,15+,2027,539155
population,Mauritius,MUS,male,15+,2028,537834
population,Mauritius,MUS,male,15+,2029,536334
population,Mauritius,MUS,male,15+,2030,534698
population,Mayotte,MYT,female,15+,2024,99898
population,Mayotte,MYT,female,15+,2025,103876
population,Mayotte,MYT,female,15+,2026,107911
population,Mayotte,MYT,female,15+,2027,111876
population,Mayotte,MYT,female,15+,2028,115936
population,Mayotte,MYT,female,15+,2029,120176
population,Mayotte,MYT,female,15+,2030,124503
population,Mayotte,MYT,male,15+,2024,85842
population,Mayotte,MYT,male,15+,2025,89515
population,Mayotte,MYT,male,15+,2026,93266
population,Mayotte,MYT,male,15+,2027,97005
population,Mayotte,MYT,male,15+,2028,100812
population,Mayotte,MYT,male,15+,2029,104713
population,Mayotte,MYT,male,15+,2030,108718
population,Mexico,MEX,female,15+,2024,51646112
population,Mexico,MEX,female,15+,2025,52349835
population,Mexico,MEX,female,15+,2026,53047006
population,Mexico,MEX,female,15+,2027,53737568
population,Mexico,MEX,female,15+,2028,54419431
population,Mexico,MEX,female,15+,2029,55080520
population,Mexico,MEX,female,15+,2030,55706785
population,Mexico,MEX,male,15+,2024,47141526
population,Mexico,MEX,male,15+,2025,47809657
population,Mexico,MEX,male,15+,2026,48472032
population,Mexico,MEX,male,15+,2027,49128764
population,Mexico,MEX,male,15+,2028,49777804
population,Mexico,MEX,male,15+,2029,50406748
population,Mexico,MEX,male,15+,2030,51000985
population,Micronesia (Fed. States of),FSM,female,15+,2024,39478
population,Micronesia (Fed. States of),FSM,female,15+,2025,39888
population,Micronesia (Fed. States of),FSM,female,15+,2026,40271
population,Micronesia (Fed. States of),FSM,female,15+,2027,40642
population,Micronesia (Fed. States of),FSM,female,15+,2028,41009
population,Micronesia (Fed. States of),FSM,female,15+,2029,41367
population,Micronesia (Fed. States of),FSM,female,15+,2030,41714
population,Micronesia (Fed. States of),FSM,male,15+,2024,37644
population,Micronesia (Fed. States of),FSM,male,15+,2025,37992
population,Micronesia (Fed. States of),FSM,male,15+,2026,38332
population,Micronesia (Fed. States of),FSM,male,15+,2027,38662
population,Micronesia (Fed. States of),FSM,male,15+,2028,38995
population,Micronesia (Fed. States of),FSM,male,15+,2029,39315
population,Micronesia (Fed. States of),FSM,male,15+,2030,39630
population,Monaco,MCO,female,15+,2024,17165
population,Monaco,MCO,female,15+,2025,16989
population,Monaco,MCO,female,15+,2026,16830
population,Monaco,MCO,female,15+,2027,16688
population,Monaco,MCO,female,15+,2028,16558
population,Monaco,MCO,female,15+,2029,16445
population,Monaco,MCO,female,15+,2030,16348
population,Monaco,MCO,male,15+,2024,16262
population,Monaco,MCO,male,15+,2025,16072
population,Monaco,MCO,male,15+,2026,15903
population,Monaco,MCO,male,15+,2027,15756
population,Monaco,MCO,male,15+,2028,15620
population,Monaco,MCO,male,15+,2029,15497
population,Monaco,MCO,male,15+,2030,15388
population,Mongolia,MNG,female,15+,2024,1199113
population,Mongolia,MNG,female,15+,2025,1224948
population,Mongolia,MNG,female,15+,2026,1251268
population,Mongolia,MNG,female,15+,2027,1278255
population,Mongolia,MNG,female,15+,2028,1308069
population,Mongolia,MNG,female,15+,2029,1339424
population,Mongolia,MNG,female,15+,2030,1370877
population,Mongolia,MNG,male,15+,2024,1157536
population,Mongolia,MNG,male,15+,2025,1182147
population,Mongolia,MNG,male,15+,2026,1207404
population,Mongolia,MNG,male,15+,2027,1233418
population,Mongolia,MNG,male,15+,2028,1262448
population,Mongolia,MNG,male,15+,2029,1293259
population,Mongolia,MNG,male,15+,2030,1324184
population,Montenegro,MNE,female,15+,2024,275436
population,Montenegro,MNE,female,15+,2025,273698
population,Montenegro,MNE,female,15+,2026,271523
population,Montenegro,MNE,female,15+,2027,270549
population,Montenegro,MNE,female,15+,2028,269630
population,Montenegro,MNE,female,15+,2029,268691
population,Montenegro,MNE,female,15+,2030,267698
population,Montenegro,MNE,male,15+,2024,247306
population,Montenegro,MNE,male,15+,2025,245896
population,Montenegro,MNE,male,15+,2026,244150
population,Montenegro,MNE,male,15+,2027,243592
population,Montenegro,MNE,male,15+,2028,243104
population,Montenegro,MNE,male,15+,2029,242610
population,Montenegro,MNE,male,15+,2030,242076
population,Montserrat,MSR,female,15+,2024,1824
population,Montserrat,MSR,female,15+,2025,1831
population,Montserrat,MSR,female,15+,2026,1827
population,Montserrat,MSR,female,15+,2027,1821
population,Montserrat,MSR,female,15+,2028,1816
population,Montserrat,MSR,female,15+,2029,1810
population,Montserrat,MSR,female,15+,2030,1804
population,Montserrat,MSR,male,15+,2024,1848
population,Montserrat,MSR,male,15+,2025,1840
population,Montserrat,MSR,male,15+,2026,1830
population,Montserrat,MSR,male,15+,2027,1818
population,Montserrat,MSR,male,15+,2028,1804
population,Montserrat,MSR,male,15+,2029,1786
population,Montserrat,MSR,male,15+,2030,1770
population,Morocco,MAR,female,15+,2024,14119362
population,Morocco,MAR,female,15+,2025,14335148
population,Morocco,MAR,female,15+,2026,14547040
population,Morocco,MAR,female,15+,2027,14752542
population,Morocco,MAR,female,15+,2028,14949002
population,Morocco,MAR,female,15+,2029,15135674
population,Morocco,MAR,female,15+,2030,15315563
population,Morocco,MAR,male,15+,2024,14200498
population,Morocco,MAR,male,15+,2025,14411271
population,Morocco,MAR,male,15+,2026,14618665
population,Morocco,MAR,male,15+,2027,14819684
population,Morocco,MAR,male,15+,2028,15011417
population,Morocco,MAR,male,15+,2029,15192890
population,Morocco,MAR,male,15+,2030,15367250
population,Mozambique,MOZ,female,15+,2024,10160446
population,Mozambique,MOZ,female,15+,2025,10496242
population,Mozambique,MOZ,female,15+,2026,10838563
population,Mozambique,MOZ,female,15+,2027,11191466
population,Mozambique,MOZ,female,15+,2028,11552573
population,Mozambique,MOZ,female,15+,2029,11919839
population,Mozambique,MOZ,female,15+,2030,12293139
population,Mozambique,MOZ,male,15+,2024,9067426
population,Mozambique,MOZ,male,15+,2025,9397436
population,Mozambique,MOZ,male,15+,2026,9734651
population,Mozambique,MOZ,male,15+,2027,10083518
population,Mozambique,MOZ,male,15+,2028,10440853
population,Mozambique,MOZ,male,15+,2029,10804658
population,Mozambique,MOZ,male,15+,2030,11174707
population,Myanmar,MMR,female,15+,2024,20925827
population,Myanmar,MMR,female,15+,2025,21129180
population,Myanmar,MMR,female,15+,2026,21326343
population,Myanmar,MMR,female,15+,2027,21517396
population,Myanmar,MMR,female,15+,2028,21703542
population,Myanmar,MMR,female,15+,2029,21885548
population,Myanmar,MMR,female,15+,2030,22065789
population,Myanmar,MMR,male,15+,2024,20330453
population,Myanmar,MMR,male,15+,2025,20514180
population,Myanmar,MMR,male,15+,2026,20691395
population,Myanmar,MMR,male,15+,2027,20862275
population,Myanmar,MMR,male,15+,2028,21028374
population,Myanmar,MMR,male,15+,2029,21190578
population,Myanmar,MMR,male,15+,2030,21351420
population,Namibia,NAM,female,15+,2024,987814
population,Namibia,NAM,female,15+,2025,1013782
population,Namibia,NAM,female,15+,2026,1040045
population,Namibia,NAM,female,15+,2027,1065961
population,Namibia,NAM,female,15+,2028,1092502
population,Namibia,NAM,female,15+,2029,1120052
population,Namibia,NAM,female,15+,2030,1149138
population,Namibia,NAM,male,15+,2024,921783
population,Namibia,NAM,male,15+,2025,945498
population,Namibia,NAM,male,15+,2026,969322
population,Namibia,NAM,male,15+,2027,992649
population,Namibia,NAM,male,15+,2028,1016732
population,Namibia,NAM,male,15+,2029,1041994
population,Namibia,NAM,male,15+,2030,1068514
population,Nauru,NRU,female,15+,2024,3673
population,Nauru,NRU,female,15+,2025,3735
population,Nauru,NRU,female,15+,2026,3800
population,Nauru,NRU,female,15+,2027,3875
population,Nauru,NRU,female,15+,2028,3954
population,Nauru,NRU,female,15+,2029,4030
population,Nauru,NRU,female,15+,2030,4110
population,Nauru,NRU,male,15+,2024,3760
population,Nauru,NRU,male,15+,2025,3822
population,Nauru,NRU,male,15+,2026,3890
population,Nauru,NRU,male,15+,2027,3964
population,Nauru,NRU,male,15+,2028,4036
population,Nauru,NRU,male,15+,2029,4110
population,Nauru,NRU,male,15+,2030,4186
population,Nepal,NPL,female,15+,2024,11362079
population,Nepal,NPL,female,15+,2025,11445730
population,Nepal,NPL,female,15+,2026,11538608
population,Nepal,NPL,female,15+,2027,11653849
population,Nepal,NPL,female,15+,2028,11802727
population,Nepal,NPL,female,15+,2029,11968261
population,Nepal,NPL,female,15+,2030,12131235
population,Nepal,NPL,male,15+,2024,9859427
population,Nepal,NPL,male,15+,2025,9863921
population,Nepal,NPL,male,15+,2026,9893016
population,Nepal,NPL,male,15+,2027,9968017
population,Nepal,NPL,male,15+,2028,10107454
population,Nepal,NPL,male,15+,2029,10280328
population,Nepal,NPL,male,15+,2030,10451440
population,Netherlands,NLD,female,15+,2024,7836252
population,Netherlands,NLD,female,15+,2025,7893514
population,Netherlands,NLD,female,15+,2026,7942138
population,Netherlands,NLD,female,15+,2027,7982960
population,Netherlands,NLD,female,15+,2028,8018176
population,Netherlands,NLD,female,15+,2029,8050106
population,Netherlands,NLD,female,15+,2030,8078356
population,Netherlands,NLD,male,15+,2024,7653503
population,Netherlands,NLD,male,15+,2025,7713380
population,Netherlands,NLD,male,15+,2026,7764486
population,Netherlands,NLD,male,15+,2027,7807864
population,Netherlands,NLD,male,15+,2028,7845480
population,Netherlands,NLD,male,15+,2029,7879401
population,Netherlands,NLD,male,15+,2030,7909437
population,New Caledonia,NCL,female,15+,2024,117665
population,New Caledonia,NCL,female,15+,2025,119074
population,New Caledonia,NCL,female,15+,2026,120444
population,New Caledonia,NCL,female,15+,2027,121765
population,New Caledonia,NCL,female,15+,2028,123116
population,New Caledonia,NCL,female,15+,2029,124484
population,New Caledonia,NCL,female,15+,2030,125780
population,New Caledonia,NCL,male,15+,2024,112624
population,New Caledonia,NCL,male,15+,2025,113974
population,New Caledonia,NCL,male,15+,2026,115266
population,New Caledonia,NCL,male,15+,2027,116567
population,New Caledonia,NCL,male,15+,2028,117864
population,New Caledonia,NCL,male,15+,2029,119106
population,New Caledonia,NCL,male,15+,2030,120272
population,New Zealand,NZL,female,15+,2024,2163442
population,New Zealand,NZL,female,15+,2025,2184422
population,New Zealand,NZL,female,15+,2026,2204573
population,New Zealand,NZL,female,15+,2027,2223697
population,New Zealand,NZL,female,15+,2028,2241444
population,New Zealand,NZL,female,15+,2029,2257700
population,New Zealand,NZL,female,15+,2030,2272782
population,New Zealand,NZL,male,15+,2024,2105805
population,New Zealand,NZL,male,15+,2025,2128566
population,New Zealand,NZL,male,15+,2026,2150350
population,New Zealand,NZL,male,15+,2027,2171087
population,New Zealand,NZL,male,15+,2028,2190664
population,New Zealand,NZL,male,15+,2029,2209148
population,New Zealand,NZL,male,15+,2030,2226700
population,Nicaragua,NIC,female,15+,2024,2534660
population,Nicaragua,NIC,female,15+,2025,2582818
population,Nicaragua,NIC,female,15+,2026,2630680
population,Nicaragua,NIC,female,15+,2027,2678154
population,Nicaragua,NIC,female,15+,2028,2725200
population,Nicaragua,NIC,female,15+,2029,2771686
population,Nicaragua,NIC,female,15+,2030,2817565
population,Nicaragua,NIC,male,15+,2024,2392476
population,Nicaragua,NIC,male,15+,2025,2440675
population,Nicaragua,NIC,male,15+,2026,2488538
population,Nicaragua,NIC,male,15+,2027,2535971
population,Nicaragua,NIC,male,15+,2028,2582918
population,Nicaragua,NIC,male,15+,2029,2629267
population,Nicaragua,NIC,male,15+,2030,2674988
population,Niger,NER,female,15+,2024,7112011
population,Niger,NER,female,15+,2025,7395800
population,Niger,NER,female,15+,2026,7687484
population,Niger,NER,female,15+,2027,7987070
population,Niger,NER,female,15+,2028,8295265
population,Niger,NER,female,15+,2029,8611861
population,Niger,NER,female,15+,2030,8936142
population,Niger,NER,male,15+,2024,7323022
population,Niger,NER,male,15+,2025,7616632
population,Niger,NER,male,15+,2026,7918052
population,Niger,NER,male,15+,2027,8227123
population,Niger,NER,male,15+,2028,8544614
population,Niger,NER,male,15+,2029,8870338
population,Niger,NER,male,15+,2030,9203538
population,Nigeria,NGA,female,15+,2024,67977641
population,Nigeria,NGA,female,15+,2025,69925978
population,Nigeria,NGA,female,15+,2026,71928186
population,Nigeria,NGA,female,15+,2027,73971348
population,Nigeria,NGA,female,15+,2028,76041718
population,Nigeria,NGA,female,15+,2029,78138619
population,Nigeria,NGA,female,15+,2030,80246660
population,Nigeria,NGA,male,15+,2024,69271035
population,Nigeria,NGA,male,15+,2025,71356204
population,Nigeria,NGA,male,15+,2026,73493340
population,Nigeria,NGA,male,15+,2027,75669328
population,Nigeria,NGA,male,15+,2028,77868837
population,Nigeria,NGA,male,15+,2029,80093962
population,Nigeria,NGA,male,15+,2030,82331619
population,Niue,NIU,female,15+,2024,732
population,Niue,NIU,female,15+,2025,745
population,Niue,NIU,female,15+,2026,754
population,Niue,NIU,female,15+,2027,760
population,Niue,NIU,female,15+,2028,763
population,Niue,NIU,female,15+,2029,764
population,Niue,NIU,female,15+,2030,763
population,Niue,NIU,male,15+,2024,670
population,Niue,NIU,male,15+,2025,670
population,Niue,NIU,male,15+,2026,672
population,Niue,NIU,male,15+,2027,675
population,Niue,NIU,male,15+,2028,678
population,Niue,NIU,male,15+,2029,680
population,Niue,NIU,male,15+,2030,681
population,North Macedonia,MKD,female,15+,2024,786550
population,North Macedonia,MKD,female,15+,2025,785132
population,North Macedonia,MKD,female,15+,2026,783427
population,North Macedonia,MKD,female,15+,2027,781605
population,North Macedonia,MKD,female,15+,2028,780018
population,North Macedonia,MKD,female,15+,2029,778514
population,North Macedonia,MKD,female,15+,2030,776671
population,North Macedonia,MKD,male,15+,2024,729778
population,North Macedonia,MKD,male,15+,2025,728843
population,North Macedonia,MKD,male,15+,2026,727606
population,North Macedonia,MKD,male,15+,2027,726382
population,North Macedonia,MKD,male,15+,2028,725376
population,North Macedonia,MKD,male,15+,2029,724414
population,North Macedonia,MKD,male,15+,2030,723176
population,Northern Mariana Islands,MNP,female,15+,2024,16310
population,Northern Mariana Islands,MNP,female,15+,2025,16176
population,Northern Mariana Islands,MNP,female,15+,2026,16086
population,Northern Mariana Islands,MNP,female,15+,2027,16067
population,Northern Mariana Islands,MNP,female,15+,2028,16099
population,Northern Mariana Islands,MNP,female,15+,2029,16138
population,Northern Mariana Islands,MNP,female,15+,2030,16190
population,Northern Mariana Islands,MNP,male,15+,2024,18226
population,Northern Mariana Islands,MNP,male,15+,2025,18122
population,Northern Mariana Islands,MNP,male,15+,2026,18057
population,Northern Mariana Islands,MNP,male,15+,2027,18052
population,Northern Mariana Islands,MNP,male,15+,2028,18088
population,Northern Mariana Islands,MNP,male,15+,2029,18130
population,Northern Mariana Islands,MNP,male,15+,2030,18176
population,Norway,NOR,female,15+,2024,2326908
population,Norway,NOR,female,15+,2025,2352944
population,Norway,NOR,female,15+,2026,2371748
population,Norway,NOR,female,15+,2027,2386344
population,Norway,NOR,female,15+,2028,2400274
population,Norway,NOR,female,15+,2029,2413272
population,Norway,NOR,female,15+,2030,2425665
population,Norway,NOR,male,15+,2024,2346961
population,Norway,NOR,male,15+,2025,2374714
population,Norway,NOR,male,15+,2026,2395081
population,Norway,NOR,male,15+,2027,2411114
population,Norway,NOR,male,15+,2028,2425981
population,Norway,NOR,male,15+,2029,2439772
population,Norway,NOR,male,15+,2030,2453086
population,Oman,OMN,female,15+,2024,1355430
population,Oman,OMN,female,15+,2025,1410420
population,Oman,OMN,female,15+,2026,1459208
population,Oman,OMN,female,15+,2027,1503144
population,Oman,OMN,female,15+,2028,1544424
population,Oman,OMN,female,15+,2029,1584850
population,Oman,OMN,female,15+,2030,1624796
population,Oman,OMN,male,15+,2024,2620784
population,Oman,OMN,male,15+,2025,2747944
population,Oman,OMN,male,15+,2026,2848432
population,Oman,OMN,male,15+,2027,2925918
population,Oman,OMN,male,15+,2028,2985462
population,Oman,OMN,male,15+,2029,3034946
population,Oman,OMN,male,15+,2030,3079169
population,Pakistan,PAK,female,15+,2024,78774366
population,Pakistan,PAK,female,15+,2025,80657306
population,Pakistan,PAK,female,15+,2026,82615588
population,Pakistan,PAK,female,15+,2027,84620634
population,Pakistan,PAK,female,15+,2028,86661976
population,Pakistan,PAK,female,15+,2029,88708172
population,Pakistan,PAK,female,15+,2030,90753108
population,Pakistan,PAK,male,15+,2024,80316882
population,Pakistan,PAK,male,15+,2025,82060214
population,Pakistan,PAK,male,15+,2026,83885404
population,Pakistan,PAK,male,15+,2027,85763838
population,Pakistan,PAK,male,15+,2028,87685090
population,Pakistan,PAK,male,15+,2029,89611673
population,Pakistan,PAK,male,15+,2030,91537767
population,Palau,PLW,female,15+,2024,6626
population,Palau,PLW,female,15+,2025,6650
population,Palau,PLW,female,15+,2026,6672
population,Palau,PLW,female,15+,2027,6690
population,Palau,PLW,female,15+,2028,6700
population,Palau,PLW,female,15+,2029,6706
population,Palau,PLW,female,15+,2030,6710
population,Palau,PLW,male,15+,2024,7842
population,Palau,PLW,male,15+,2025,7845
population,Palau,PLW,male,15+,2026,7840
population,Palau,PLW,male,15+,2027,7836
population,Palau,PLW,male,15+,2028,7830
population,Palau,PLW,male,15+,2029,7820
population,Palau,PLW,male,15+,2030,7804
population,Panama,PAN,female,15+,2024,1709836
population,Panama,PAN,female,15+,2025,1739448
population,Panama,PAN,female,15+,2026,1769083
population,Panama,PAN,female,15+,2027,1798718
population,Panama,PAN,female,15+,2028,1828078
population,Panama,PAN,female,15+,2029,1857116
population,Panama,PAN,female,15+,2030,1885808
population,Panama,PAN,male,15+,2024,1681592
population,Panama,PAN,male,15+,2025,1710604
population,Panama,PAN,male,15+,2026,1739690
population,Panama,PAN,male,15+,2027,1768850
population,Panama,PAN,male,15+,2028,1797826
population,Panama,PAN,male,15+,2029,1826570
population,Panama,PAN,male,15+,2030,1855064
population,Papua New Guinea,PNG,female,15+,2024,3433230
population,Papua New Guinea,PNG,female,15+,2025,3514380
population,Papua New Guinea,PNG,female,15+,2026,3596586
population,Papua New Guinea,PNG,female,15+,2027,3679193
population,Papua New Guinea,PNG,female,15+,2028,3762026
population,Papua New Guinea,PNG,female,15+,2029,3845216
population,Papua New Guinea,PNG,female,15+,2030,3928757
population,Papua New Guinea,PNG,male,15+,2024,3602310
population,Papua New Guinea,PNG,male,15+,2025,3681036
population,Papua New Guinea,PNG,male,15+,2026,3760451
population,Papua New Guinea,PNG,male,15+,2027,3839856
population,Papua New Guinea,PNG,male,15+,2028,3919068
population,Papua New Guinea,PNG,male,15+,2029,3998232
population,Papua New Guinea,PNG,male,15+,2030,4077361
population,Paraguay,PRY,female,15+,2024,2486962
population,Paraguay,PRY,female,15+,2025,2525392
population,Paraguay,PRY,female,15+,2026,2563936
population,Paraguay,PRY,female,15+,2027,2603145
population,Paraguay,PRY,female,15+,2028,2643056
population,Paraguay,PRY,female,15+,2029,2683802
population,Paraguay,PRY,female,15+,2030,2725433
population,Paraguay,PRY,male,15+,2024,2461290
population,Paraguay,PRY,male,15+,2025,2497991
population,Paraguay,PRY,male,15+,2026,2534778
population,Paraguay,PRY,male,15+,2027,2572246
population,Paraguay,PRY,male,15+,2028,2610420
population,Paraguay,PRY,male,15+,2029,2649452
population,Paraguay,PRY,male,15+,2030,2689417
population,Peru,PER,female,15+,2024,13172922
population,Peru,PER,female,15+,2025,13374545
population,Peru,PER,female,15+,2026,13570098
population,Peru,PER,female,15+,2027,13759572
population,Peru,PER,female,15+,2028,13941488
population,Peru,PER,female,15+,2029,14117335
population,Peru,PER,female,15+,2030,14287593
population,Peru,PER,male,15+,2024,12842768
population,Peru,PER,male,15+,2025,13037163
population,Peru,PER,male,15+,2026,13225902
population,Peru,PER,male,15+,2027,13408660
population,Peru,PER,male,15+,2028,13583983
population,Peru,PER,male,15+,2029,13753568
population,Peru,PER,male,15+,2030,13917824
population,Philippines,PHL,female,15+,2024,42251210
population,Philippines,PHL,female,15+,2025,43035852
population,Philippines,PHL,female,15+,2026,43824354
population,Philippines,PHL,female,15+,2027,44610637
population,Philippines,PHL,female,15+,2028,45380068
population,Philippines,PHL,female,15+,2029,46118436
population,Philippines,PHL,female,15+,2030,46832528
population,Philippines,PHL,male,15+,2024,41309067
population,Philippines,PHL,male,15+,2025,42056458
population,Philippines,PHL,male,15+,2026,42806904
population,Philippines,PHL,male,15+,2027,43553437
population,Philippines,PHL,male,15+,2028,44281684
population,Philippines,PHL,male,15+,2029,44976007
population,Philippines,PHL,male,15+,2030,45642164
population,Poland,POL,female,15+,2024,17091639
population,Poland,POL,female,15+,2025,16988211
population,Poland,POL,female,15+,2026,16923624
population,Poland,POL,female,15+,2027,16915196
population,Poland,POL,female,15+,2028,16901231
population,Poland,POL,female,15+,2029,16881934
population,Poland,POL,female,15+,2030,16858378
population,Poland,POL,male,15+,2024,15741532
population,Poland,POL,male,15+,2025,15637376
population,Poland,POL,male,15+,2026,15573550
population,Poland,POL,male,15+,2027,15567761
population,Poland,POL,male,15+,2028,15556490
population,Poland,POL,male,15+,2029,15540060
population,Poland,POL,male,15+,2030,15519824
population,Portugal,PRT,female,15+,2024,4807866
population,Portugal,PRT,female,15+,2025,4807204
population,Portugal,PRT,female,15+,2026,4805094
population,Portugal,PRT,female,15+,2027,4799556
population,Portugal,PRT,female,15+,2028,4789924
population,Portugal,PRT,female,15+,2029,4778096
population,Portugal,PRT,female,15+,2030,4767354
population,Portugal,PRT,male,15+,2024,4282841
population,Portugal,PRT,male,15+,2025,4280870
population,Portugal,PRT,male,15+,2026,4278193
population,Portugal,PRT,male,15+,2027,4273169
population,Portugal,PRT,male,15+,2028,4263836
population,Portugal,PRT,male,15+,2029,4252336
population,Portugal,PRT,male,15+,2030,4242092
population,Puerto Rico,PRI,female,15+,2024,1532206
population,Puerto Rico,PRI,female,15+,2025,1536214
population,Puerto Rico,PRI,female,15+,2026,1537176
population,Puerto Rico,PRI,female,15+,2027,1535726
population,Puerto Rico,PRI,female,15+,2028,1532226
population,Puerto Rico,PRI,female,15+,2029,1527231
population,Puerto Rico,PRI,female,15+,2030,1520523
population,Puerto Rico,PRI,male,15+,2024,1332972
population,Puerto Rico,PRI,male,15+,2025,1335440
population,Puerto Rico,PRI,male,15+,2026,1335042
population,Puerto Rico,PRI,male,15+,2027,1332624
population,Puerto Rico,PRI,male,15+,2028,1328400
population,Puerto Rico,PRI,male,15+,2029,1322860
population,Puerto Rico,PRI,male,15+,2030,1315903
population,Qatar,QAT,female,15+,2024,651240
population,Qatar,QAT,female,15+,2025,671221
population,Qatar,QAT,female,15+,2026,688789
population,Qatar,QAT,female,15+,2027,703802
population,Qatar,QAT,female,15+,2028,717126
population,Qatar,QAT,female,15+,2029,729570
population,Qatar,QAT,female,15+,2030,741248
population,Qatar,QAT,male,15+,2024,1937764
population,Qatar,QAT,male,15+,2025,1977275
population,Qatar,QAT,male,15+,2026,2008870
population,Qatar,QAT,male,15+,2027,2032532
population,Qatar,QAT,male,15+,2028,2051112
population,Qatar,QAT,male,15+,2029,2067252
population,Qatar,QAT,male,15+,2030,2081491
population,Republic of Korea,KOR,female,15+,2024,23242491
population,Republic of Korea,KOR,female,15+,2025,23323330
population,Republic of Korea,KOR,female,15+,2026,23403562
population,Republic of Korea,KOR,female,15+,2027,23480192
population,Republic of Korea,KOR,female,15+,2028,23541801
population,Republic of Korea,KOR,female,15+,2029,23587687
population,Republic of Korea,KOR,female,15+,2030,23624892
population,Republic of Korea,KOR,male,15+,2024,23009518
population,Republic of Korea,KOR,male,15+,2025,23071354
population,Republic of Korea,KOR,male,15+,2026,23130944
population,Republic of Korea,KOR,male,15+,2027,23184656
population,Republic of Korea,KOR,male,15+,2028,23220618
population,Republic of Korea,KOR,male,15+,2029,23238364
population,Republic of Korea,KOR,male,15+,2030,23245967
population,Republic of Moldova,MDA,female,15+,2024,1345822
population,Republic of Moldova,MDA,female,15+,2025,1333882
population,Republic of Moldova,MDA,female,15+,2026,1323869
population,Republic of Moldova,MDA,female,15+,2027,1316758
population,Republic of Moldova,MDA,female,15+,2028,1310450
population,Republic of Moldova,MDA,female,15+,2029,1305040
population,Republic of Moldova,MDA,female,15+,2030,1299922
population,Republic of Moldova,MDA,male,15+,2024,1088559
population,Republic of Moldova,MDA,male,15+,2025,1076954
population,Republic of Moldova,MDA,male,15+,2026,1067806
population,Republic of Moldova,MDA,male,15+,2027,1062184
population,Republic of Moldova,MDA,male,15+,2028,1057936
population,Republic of Moldova,MDA,male,15+,2029,1054910
population,Republic of Moldova,MDA,male,15+,2030,1052368
population,Romania,ROU,female,15+,2024,8345898
population,Romania,ROU,female,15+,2025,8315028
population,Romania,ROU,female,15+,2026,8279496
population,Romania,ROU,female,15+,2027,8241400
population,Romania,ROU,female,15+,2028,8203111
population,Romania,ROU,female,15+,2029,8164326
population,Romania,ROU,female,15+,2030,8126464
population,Romania,ROU,male,15+,2024,7680824
population,Romania,ROU,male,15+,2025,7652328
population,Romania,ROU,male,15+,2026,7618832
population,Romania,ROU,male,15+,2027,7582859
population,Romania,ROU,male,15+,2028,7546514
population,Romania,ROU,male,15+,2029,7509722
population,Romania,ROU,male,15+,2030,7474168
population,Russian Federation,RUS,female,15+,2024,65443908
population,Russian Federation,RUS,female,15+,2025,65296556
population,Russian Federation,RUS,female,15+,2026,65270272
population,Russian Federation,RUS,female,15+,2027,65406360
population,Russian Federation,RUS,female,15+,2028,65560328
population,Russian Federation,RUS,female,15+,2029,65715105
population,Russian Federation,RUS,female,15+,2030,65871398
population,Russian Federation,RUS,male,15+,2024,54353948
population,Russian Federation,RUS,male,15+,2025,54181703
population,Russian Federation,RUS,male,15+,2026,54133286
population,Russian Federation,RUS,male,15+,2027,54250764
population,Russian Federation,RUS,male,15+,2028,54392155
population,Russian Federation,RUS,male,15+,2029,54540248
population,Russian Federation,RUS,male,15+,2030,54697449
population,Rwanda,RWA,female,15+,2024,4653204
population,Rwanda,RWA,female,15+,2025,4776384
population,Rwanda,RWA,female,15+,2026,4901742
population,Rwanda,RWA,female,15+,2027,5029271
population,Rwanda,RWA,female,15+,2028,5157605
population,Rwanda,RWA,female,15+,2029,5282615
population,Rwanda,RWA,female,15+,2030,5410160
population,Rwanda,RWA,male,15+,2024,4276996
population,Rwanda,RWA,male,15+,2025,4399468
population,Rwanda,RWA,male,15+,2026,4524079
population,Rwanda,RWA,male,15+,2027,4650783
population,Rwanda,RWA,male,15+,2028,4778206
population,Rwanda,RWA,male,15+,2029,4902330
population,Rwanda,RWA,male,15+,2030,5029020
population,Réunion,REU,female,15+,2024,370716
